issuekey,title,description,storypoint
APSTUD-814,"Option to remove trailing whitespace on file save","Eclipse PDT provides the option to have trailing whitespace automatically removed from files on save (i.e. from the end of a line where it has no impact).    Is it possible you could add this useful feature?",13
APSTUD-832,"Find dialog cause text selection to ""invert"" colors","This is what happens:    # I select some text - I open the find/replace dialog (I press CTRL+F then click on the magnifier icon in the search bar)  # At this point the selection is gone (like it is ""inverted"" or something similar), so the option to find/replace only in selected line is useless.    I'm on the latest build (win7) and never experienced this before. The error log is clean.",8
APSTUD-865,"Add ability to Shift+Ctrl+arrow to select word via camel case","In my old Aptana2 + PDT the selection width Shift+Ctrl+arrow selected only a single segment from a camelCaseWord. In the current version the whole word in selected. Is it possible to change this behaviour  somehow (maybe with an option)?",8
APSTUD-994,"PHP: Error updating PHP error markers","{code}  !ENTRY com.aptana.editor.php.epl 4 0 2010-10-02 20:54:35.764  !MESSAGE Error updating markers  !STACK 1  org.eclipse.core.internal.resources.ResourceException: Marker id 7158 not found.      at org.eclipse.core.internal.resources.Marker.checkInfo(Marker.java:56)      at org.eclipse.core.internal.resources.Marker.setAttribute(Marker.java:236)      at org.eclipse.core.internal.resources.Marker.setAttribute(Marker.java:222)      at com.aptana.editor.php.internal.core.builder.BuildProblemReporter.flush(BuildProblemReporter.java:121)      at org.eclipse.php.internal.core.ast.nodes.AST.flushErrors(AST.java:235)      at com.aptana.editor.php.internal.indexer.PDTPHPModuleIndexer.indexModule(PDTPHPModuleIndexer.java:3789)      at com.aptana.editor.php.indexer.PHPGlobalIndexer$WrapIndexer.indexModule(PHPGlobalIndexer.java:116)      at com.aptana.editor.php.indexer.PHPGlobalIndexer$7.run(PHPGlobalIndexer.java:449)      at org.eclipse.core.internal.jobs.Worker.run(Worker.java:54)  !SUBENTRY 1 org.eclipse.core.resources 4 376 2010-10-02 20:54:35.764  !MESSAGE Marker id 7158 not found.  {code}",5
APSTUD-1313,"Auto-configure Python interpreter (if possible)","{html}<div><p>My project indicated that I didn't have a python interpreter  configured. I managed to eventually find the dialog, clicked  ""auto-configure"" and everything appears to be fine.</p>  <p>Suggest two steps. Clicking on the error icon in the project  brings up a dialog asking if you'd like to configure the  interpreter. It would first try to auto-configure the interpreter,  and then alert if it fails. It could then direct people to the  normal preference page where they could fix the problem manually if  necessary.</p></div>{html}",1
APSTUD-1378,"Updating to latest RCP on dev installs JDT plugins","{html}<div><p>I noticed this by seeing no content in the App Explorer, which  is something Ingo had seen. After some digging, it looks like Java  filters got applied, which was especially surprising since we  shouldn't have any. So I dug further and see JDT plugins in my  installation, yet I don't see them belonging to any of the  features, so I'm not sure how they got installed.</p></div>{html}",13
APSTUD-1469,"Terminal process cannot be killed with Ctrl+C or Ctrl+Break","{html}<div><p>Assigned to <a href=  ""http://aptanastudio.tenderapp.com/discussions/problems/2083-terminal-process-cannot-be-paused-or-killed"">  Tender discussion #2083</a>. As reported in Tender:</p>  <blockquote>  <p>When I start a long time process in terminal window, neither can  i press ctrl-c to break it, nor can i press ctrl-z to pause it</p>  </blockquote></div>{html}",13
APSTUD-1609,"JS inferencer should honor @memberOf sdoc tag","Currently, the JS inferencer does not process @memberOf sdoc tags. It may even be the case (likely) that the sdoc parser/scanner/model need to be extended to support this tag as well.",20
APSTUD-1698,"No file system is defined for scheme","From the log file:    {code}  !ENTRY org.eclipse.core.filesystem 4 566 2011-02-08 22:01:00.387  !MESSAGE No file system is defined for scheme: reference  {code}",5
APSTUD-1839,"Allow to open a closed project by double-clicking on it in Project Explorer","{html}<div><p>I have the latest Aptana 3 installed. I have the preference  selected to open projects with double click, it doesn't work. I  switched it to single click, same result, didn't work.</p>  <p>Let me know if you need more information!</p>  <p>Thanks,<br>  Jason</p></div>{html}",5
APSTUD-1889,"The editor find toolbar interrupts certain keyboard shortcuts","Scenario:  You have several tabs open, and the cursor/focus is somewhere within the ""Find"" toolbar that appears at the bottom of the screen (shortcut = Cmd+F).    Steps to reproduce:  1. Open a file in the studio editor.  2. Open the find toolbar (CMD+F).  3. With focus in the toolbar press CMD+tab.    Expected behavior:  User should be able to use OS keyboard shortcuts while in Studio.    Actual behavior:  Keyboard shortcuts do no work while focus is on the find toolbar.    Note:  This also happens for the Open Resource shortcut (CMD+T) and the Close Window shortcut (CMD+W).",5
APSTUD-1978,"Error deleting project attached to git","{html}<div>When I tried to delete the test  project I used above, I got ""an exception has been caught while  processing the refactoring ' Delete resource' "" ...<br>  Problems encountered while deleting resources.<br>  Could not delete '/aptana2569_2/.git'.</p>  <p>Problems encountered while deleting resources.<br>  Problems encountered while deleting files.</p>  <pre>  <code>Could not delete: E:\SR\documents\eclipse\aptana2569_2\.git\refs.  Could not delete: E:\SR\documents\eclipse\aptana2569_2\.git.</code>  </pre>  <p>Could not delete 'E:\SR\documents\eclipse\aptana2569_2'.</p>  <p>Problems encountered while deleting files.<br>  Could not delete: E:\SR\documents\eclipse\aptana2569_2.git\refs.  Could not delete: E:\SR\documents\eclipse\aptana2569_2.git. Could  not delete: E:\SR\documents\eclipse\aptana2569_2. Could not delete  'E:\SR\documents\eclipse\aptana2569_2'.</p></div>{html}",8
APSTUD-2120,"Menus aren't visible in Ubuntu Unity window manager","Aptana doesn't show the menu bar in Unity window manager on Ubuntu 10.10+",8
APSTUD-2129,"""select tag area"" feature","{html}<div><p>Assigned to <a href=  ""http://aptanastudio.tenderapp.com/discussions/problems/896-select-tag-area"">  Tender discussion #896</a>. See Tender request below. Suggestion is  to allow one-click or shortcut access to select the content of a  tag pair. Suggest modifying HTML ruble command to select tag pair  and content to just select tag content</p>  <blockquote>  <p>On october 2008 I made this feature request.</p>  <p><a href=  ""http://support.aptana.com/asap/browse/STU-2511"">http://support.aptana.com/asap/browse/STU-2511</a></p>  <p>""Select tag area""</p>  <p>This is a feature that every text editor should have, if it is  designed to edit html, xhtml or any syntax that envelopes content  in matched tags.<br>  When it is available, it significantly cuts down on the time spent  editing complex markup.</p>  <p>Unfortunately, only one tool I know of has this. Quanta plus. An  old, buggy and tired editor that I can't live without.</p>  <p>This feature becomes indispensible once you are familair with  it.</p>  <p>So, I logged a request back in october 2008, when a much earlier  version on aptana is in circulation.<br>  I occaisonally fire up aptana to remind myself of it's potential,  and to make sure I haven't overlooked any kiler features that make  me stick with it.</p>  <p>But, I'm afraid that I'm dissapointed that this basic feature is  still unavailable. And I can't justify using aptana for future  projects.</p>  <p>At the moment I am using quanta and a heavily customized emacs  environment that allows me to code freely in html, css, js, php,  python and my frameworks of choice. I dislike having to use more  then one text editor. I'd love to just use aptana. But, without a  feature analogous to ""select tag area"", I'm afraid it's game  over.</p>  </blockquote></div>{html}",5
APSTUD-2134,"Add .location property to file templates","{html}<div><p>From the current system:</p>  <pre>  <code class=""ruby"">template ""Custom Template"" do |t|    t.filetype = ""*.html""    t.invoke do |context|      ENV['TM_DATE'] = Time.now.strftime(""%Y-%m-%d"")      raw_contents = IO.read(""#{File.dirname(ENV['TM_BUNDLE_SUPPORT'])}/templates/html5.html"")      raw_contents.gsub(/\$\{([^}]*)\}/) {|match| ENV[match[2..-2]] }    end  end</code>  </pre>  <p>bringing it inline with something like project templates:</p>  <pre>  <code class=""ruby"">project_template ""Basic Web Template2"" do |t|    t.type = :web    t.location = ""templates/basic_web_template.zip""    t.description = ""A basic template which includes only a default index.html file""  end</code>  </pre>  <p>i.e.:</p>  <pre>  <code class=""ruby"">template ""Custom Template"" do |t|    t.filetype = ""*.html""    t.location = ""templates/html5.html""  end</code>  </pre>  <p>By default this WOULD DO environment substitution.</p></div>{html}    Also add a ""replace_parameters"" setting to allow turning on/off parameter substitution (identical to project templates)",1
APSTUD-2186,"Chromium: Update WebKit Browser implementation to cef_rev392",NULL,20
APSTUD-2252,"Warn user if they are creating project in an area with pre-existing files","{html}<div><p>This change should apply to <em>all</em> new project wizards we  support.</p>  <p>If a user unchecks the ""use default location"" checkbox, provide  a warning message right below the location field indicating if the  location in question already has pre-existing files. Since the path  can be long, make sure it's easy to see the full path to which the  user is saving the project.</p></div>{html}",1
APSTUD-2286,"Implement improved terminal hyperlink detection","On terminal windows with a long history of output (a couple pages), scrolling up with the mouse wheel will jump back down once it reaches a certain point. However, if you manually drag the scroll bar up, you can see history beyond the jumping point. I've seen this reproducible on Allen's machine when you tail rails logs. You can see similar symptoms in the attached movie.    A short investigation showed that the issue relates to the implementation of hyperlink detection in Terminal. Disabling hyperlink detection eliminates the issue.    Suggested fix: Re-implement hyperlink detection code to make it free of scrolling/drawing issues.",8
APSTUD-2345,"Add color preview support for SASS editor","SASS editor doesn't support color preview in way of CSS editor does.    Build:  Aptana Studio 3, build: 3.0.2.201105022257  Build date: 02 May 2011, 22:59:13  ",5
APSTUD-2430,"Find bar should auto-select search text when opened","{html}<div><p>Currently if you open the find bar with ctrl-f (when no text is  selected) it just places the cursor at the beginning of the input -  I think it should automatically select the contents of the input so  that you can just start typing immediately to replace whatever your  last search was.</p></div>{html}",5
APSTUD-2451,"Support CoffeeScript syntax coloring","{html}<div><p>We should support syntax highlighting/coloring for coffeescript  files: <a href=  ""http://jashkenas.github.com/coffee-script/"">http://jashkenas.github.com/coffee-script/</a></p></div>{html}",1
APSTUD-2573,"Pydev local import quick fix does not condense imports from same file","{html}<div><p>To reproduce:</p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template      return Template('') + digits # Press CTRL+1 on this line. Hold down CTRL while selecting from string for 'string.digits'</code>  </pre>  <p>result:<br></p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template    from string import digits      return Template('') + digits</code>  </pre>  <p>expected:<br></p>  <pre>  <code class=""python"">class Eggs(object):    def spam():      from string import Template, digits      return Template('') + digits</code>  </pre></div>{html}",1
APSTUD-2691,"Add F2 support for Content Assist Hover","F2 should pop up the content assist tooltip, or if hovering over content, F2 will provide focus.",20
APSTUD-2705,"Expand / Collapse icons in Project Explorer drawn with 1px borders","Please see attached screenshot - the icons for expand / collapse are now rendered with a white 1px border surrounding them making them look a bit ugly.  ",13
APSTUD-2708,"Allow colorization of folding/line number area in editor gutter","In Studio 2, we could custom color the area where line numbers and folding markers site (see image). We seem to have lost this ability in Studio 3.",1
APSTUD-2710,"Allow us to set a flag on ParseNodes to filter them our of outline, but to include their children","Sometimes we have AST nodes which we want to denote structure or something internally but make no sense in the outline. We should have a field and code in common to easily ""skip""/""flatten"" these node types (i.e. Ruby's blocks, we want the vars inside but we don't want to show the block; if/for/else/switch) - in this case meaning, don't show this node, but do show relevant children.",1
APSTUD-2712,"Allow per-project formatter settings","Rather than having formatter settings apply to all projects globally, allow for per-project settings.",1
APSTUD-2715,"Code assist ""explanation"" overlays on top of code assist dropdown overlay.","When the code assist dropdown selector overlays the code, the 2nd overlay explaining the selector lays on top of the selector instead of out to the side.  I cannot see the possible choices because the 2nd overlay is in the way.",1
APSTUD-2717,"Code assist cancels out if using quotations on javascript opener tags","When typing ""<script language=..."" the code assist overlay pops up, however if I use quotations after the equals sign, the code assist fails to appear.    Aptana Studio 2 allows me to format the code here how I please.",1
APSTUD-2727,"Add support for JavaScript white-space code formatting","Add JS formatting options to control the spaces between the JS elements.",1
APSTUD-2728,"Add warning when adding a theme rule that duplicates an existing rule","When adding a new rule to a theme, it's possible a user may add a rule that duplicates an existing one by trying to color the same scope. The user is confused because the new rule generally won't work.    Suggest popping up a warning dialog indicating that the another rule exactly matches the current definition, and ask them if they would like to edit that rule instead.    ""Rule ^Rule^ exactly matches this definition. Would you like to edit that rule instead?""    Options:  Yes, and delete this rule  No    This could possibly be done as a warning as well. Some UI experimentation might be necessary to see what is most intuitive.",8
APSTUD-2733,"Separation for PHP element colouring","Separation for PHP element colouring (Public, Private, Abstract, Static, etc., etc.)",1
APSTUD-2752,"Support Ruby Watch Expressions","Support watch expressions in ruby. Looks like we can just port the RDT impl over easily. It's a single class with a couple nested classes in it, and it gets registered via a debug.core extension point.",8
APSTUD-2758,"Display a helpful error message when self-closing a non-void HTML tag","Two different related scenarios here:    1- Steps to reproduce: Enter <video /> in an HTML edit window    Actual result: Errors window shows ""video is not recognized!""  Expected result: Errors window shows something like ""Self-closing syntax (/>) used on a non-void HTML element.""    2- Steps to reproduce: Enter <div /> in an HTML edit window    Actual result: No result (no error is displayed)  Expected result: Errors window shows something like ""Self-closing syntax (/>) used on a non-void HTML element.""  ",1
APSTUD-2771,"Change default URL for ""Add Remote"" Git dialog box","Currently, when adding a remote, we default to:    git://github.com/username/project.git, which is read-only    Suggest instead we default to:    git@github.com:username/project.git, which is read-write    Alternately, we might ask the user if they are a contributor to the project, or just an observer, and perhaps offer a switch betwen the two optons",1
APSTUD-2772,"Add new ""push new branch to remote"" command to Git menu","When sharing a local project with a new Github repo, a user is instructed to do the following:    # git remote add origin git@github.com:username/project.git  # git push -u origin master    The first one can be done inside studio with ""Add remote"" but not the second one, where the user is forced into the terminal. Chris suggested a ""Push new Branch to Remote"" menu option to help with this step.",1
APSTUD-2773,"Add hints/warnings/tips around SFTP error dialogs.",NULL,1
APSTUD-2775,"Slightly re-arrange existing project creation UI for template selection","The attached dialog below seems a tiny bit confusing. In order to _not_ use a template, you can leave the ""Create the project using..."" box checked, but not choose a template.    Suggest two options:    # Leave the checkbox, but don't check it until a user has actually selected a template from the list  # Remove the checkbox, and instead add a ""No Template"" as the top option in the list, which is selected by default.",1
APSTUD-2782,"Create JS Type View for Projects","Currently, we sort of mix type info and lexical info in the JS outline. We should create a separate view that shows type information from the JS index for the currently active project. This would be separate from the outline view.",1
APSTUD-2789,"Nicer default name for theme copy","Steps:    # Open the *Preferences > Studio > Themes*  page  # Press the + button to make a copy of the existing theme  # Note the default name of the new theme.    Suggest that the name be Copy of ThemeName, Copy (2) of ThemeName (this follows duplicate naming conventions of Eclipse)",1
APSTUD-2796,"Add FTPS option to disable SSL/TLS session resumption",NULL,1
APSTUD-2798,"Add ""Deploy"" Menu-Entry to ""Merge Results"" Context Menu","When using Subclipse to merge some revisions, there's a view ""Merge Results"" where the merged files are listed. With Aptana 2.x it was possible to Upload the files directly from that view using the ftp connections.     In Aptana 3.x there's no menu entry to upload the files from that view: You have to search each of the merged files or directories in the Project Explorer (or App Explorer) and upload it there.    *There should be the ""Deploy"" Menu Entry in the context menu of the ""Merge Results""-View.*",1
APSTUD-2809,"Add editor debug items to properties view","When debugging in Studio, it is useful to see more information about the current position of the cursor. Suggest updating the properties view with the following information:    Depending on the current cursor position, it would show the following:    Content Type: text/javascript  Scope: source.js  Text: appendPoints   Offset Start: 531  Offset End: 531  Length: 12 characters    ",1
APSTUD-2811,"""Automatically sync my changes with the remote site"" only syncs one way","In the deployment settings, ""Automatically sync my changes with the remote site"" is selected, and ""automatically sync in both directions"" is chosen. Opening a file on the remote connection, making a change and saving the file does not initiate a sync with the local copy of the file. The local copy remains unchanged. (Opening a file locally and saving does initiate a sync and updates the remote copy as expected.)",8
APSTUD-2816,"Convert ""New From Template"" menu to create ""Untitled"" files by default","Currently, the ""File > New From Template"" menu creates a new project-based file or a new file on the filesystem, depending on the active selection in project explorer (defaulting to the project-based behavior)    Many users want the ability to create a new untitled file. This is possible, but a user would then have to preselect the type of file (i.e. HTML, CSS, etc.). In order to achieve this in Studio 2, we had a selection of wizards that activated and deactivated based on the current selection. This worked, but was a clumsy solution.    A different proposal is that we, by default, make the ""New From Template"" menu adopt the following behavior:    # File > New From Template. Creates a new untitled file of the specified type (new behavior)  # Right-click on project in Project Explorer view. Creates a new project-based file (current behavior)  # Right-click on file system node in Project Explorer. Creates a new file on the file system (current behavior)    This links with another ticket to make it easier to save this file into a project or file depending on the user's preference.",1
APSTUD-2817,"Add dialog to allow user to choose between saving a new ""Untitled"" file into a project or the file system","Then saving a new untitled file, the default mechanism is to bring up the ""Save to File System"" dialog, allowing them to save a file somewhere on their drive.    This becomes confusing if instead they want to save it into a project.    Unfortunately, we can not universally add this option to all possible untitled files, but for those derived from our editor classes, we propose to do the following:    # override the default behavior in AbstractDecoratedTextEditor.performSaveAs()  # For untitled files, pop up our own dialog asking is the user wishes to save on the file system or in a project (radio button selection). Depending on the choice, we can then pop up the correct subsequent Save As... dialog.    Extra points if we can somehow embed the other Save as dialogs in the ""choice"" dialog, preventing the user from having to answer two subsequent dialogs.    Also suggest that we could have the user ""remember this choice"" if they almost always want to do one or the other.",1
APSTUD-2820,"Handle common meta-programming idioms that define methods for Ruby indexing","Rails uses a number of class-level methods to attach other methods, such as ""delegate"", ""cattr_accessor"", ""cattr_writer"", ""cattr_reader"", and ""class_attribute"". We don't currently handle these. We'll need to look for calls to these and manually expand the type's method list to include the generated methods that result from calling those.",1
APSTUD-2821,"Allow for go to declaration on Ruby require/load strings","We support go to declaration on things like type names, method calls, variables. We should support opening the related file on the loadpath for the paths mentioned in require/load calls.",1
APSTUD-2823,"Allow spacing customization in CSS Formatter","We don't currently format spacing between words, and various syntax like ':' ',' '(' ')' etc",1
APSTUD-2843,"Add XML parse-level validation","If you enter syntax errors in an XML document, there are no warning icons in the left gutter.      Steps to replicate :    1. Open Aptana Studio 3.0.3.  2. Select XML file from template (File > New From Template > XML > XML Template) and open new file.  3. In the XML editor, select all text and enter the following file content :        no_syntax_validation          <!!!this is an invalid tag>          </mismatched_ending>      Actual Results :    There are no syntax errors reported in the left gray sidebar.      Expected Results :    The left gray sidebar should report invalid syntax.  ",8
APSTUD-2853,"Create wrapper for InstanceScope() and DefaultScope() in code","InstanceScope() and DefaultScope() constructors have been deprecated in Eclipse 3.7. However, the replacement methods (InstanceScope.INSTANCE) is only available in Eclipse 3.7, so we cannot universally switch to it yet. Adding @SuppressWarnings(""deprecation"") to all usages is problematic, since it will display ""Unused annotation"" in Eclipse 3.6    Suggest making wrapper methods for the above items and adding a single @SuppressWarnings to those instances. Thus, we only have two warnings in the problems view rather than the hundred or so we have now.",1
APSTUD-2854,"""New From Template"" should list all possible file types, and provide a template option for each","Some file types (YAML for instance) don't really have a default template. It basically consists of an empty document just so that we can make sure there is an entry in the New... menu.    Suggest instead scanning the bundles, and if a file type does not have a template attached, suggest creating a entry ""File Type > Blank File"" for each. This will also make it easier once we convert File > New From Template to create untitled files, and cut down on the number of unnecessary templates created.",1
APSTUD-2901,"Create Aptana Studio Start Page","This would crib from the Titanium Studio start page with a few differences:    * The page should show on first startup, and after each update.  * The page would contain the following content:  ** Link to documentation  ** Link to how to install SVN, DB, other plugins  ** Link to how to install a JS library  ** Link (or iframe) of release notes for latest released version  ** Link/iframe of Stack Overflow questions",1
APSTUD-2902,"PHP chaining code hinting"," using classes with chain desing pattern code hinting breakes when function in chain has parameter.    For example in Doctrine_Query class:    {{$q = Doctrine_Query::create();}}  {{$q->from()->select(); //list of available function is displayed}}    {{$q = Doctrine_Query::create();}}  {{$q->from('modelName')-> //no code hinting}}  ",5
APSTUD-2941,"Notify Studio 2 users that there is an upgrade to Studio 3","This probably should be something both on the home page, in the views, and also perhaps a popup?    # Tell them about the new features  # Direct them on how to install the new version  # Show them the migration guide",1
APSTUD-2971,"Use regular expressions to improve scope selector matching performance","Our current implementation for matching will require roughly N^2 comparisons, worst case for AND. I'm wondering if we could convert the selector to a regex and then perform a regex match instead of using our nested loops. That would have to be a lot faster. For example (and simplifying things a bit), the above selector could look like the following regex, where whitespace is ignored:    {code}  ^  .*  \b(text(\.[a-z]+)*)(\b|$)  .*  \b(source(\.[a-z]+)*)(\b|$)  .*  $  {code}",13
APSTUD-2983,"App Explorer constantly refreshing/resorting contents on Git-bound projects","Steps to reproduce:    # Check out a project from git (Suggest using https://github.com/aptana/html.ruble, File > Import > Git Repository)  # Switch to using App Explorer  # Expand templates folder  # Edit 1_1.xhtml. Save  # Note order of files/folders reshuffles. This will repeat with each new file edited.    See before/after screen shorts below.",8
APSTUD-2998,"Stage hunks/selected lines with Git in Aptana Studio 3?","I've got Aptana working nicely with Git, but there's only one thing that keeps me opening Git GUI:  Staging only part of a file.    In Git GUI, I can select some lines and either stage those lines, or stage the hunk they're in. In Aptana, it only seems to allow me to stage **all edits** to a file. It is important to support staging individual or groups of hunks or lines.",20
APSTUD-2999,"Can't set breakpoint in haml (ruby) templates","Editor does not allow setting of ruby breakpoints in haml view templates on lines with ruby code (starting with = and -)    These ruby code lines should be breakpointable just like in erb templates.    If there is a workaround, please describe in detail.    Thanks,  tv/",1
APSTUD-3014,"Support ""ftp"" scheme using EFS filesystem extension","We should support using ftp URIs in the EFS filesystem API using our existing infrastructure. Forget handling passwords/prefs, just assume the URI contains the info needed to connect (i.e. login/password/port/host).    Users will be able to see/use this in the HTML editor by trying to get Content Assist on a public anonymous FTP site, by enter in:  {code}  <a href=""ftp://3dftp.com/|""></a>  {code}    and then hitting Ctrl+Space at the | (which is where the cursor should be, not something user actually types) and getting back the folders ""pub"", ""incoming"" and ""conf"" as options.",1
APSTUD-3045,"Upgrade Hudson to latest version",NULL,1
APSTUD-3053,"Support for Mac OS X Lion Full Screen View","Mac OS X Lion has a full screen feature for a lot of native apps. It would be great for Aptana to have a feature like this.",8
APSTUD-3061,"Copy/Cut/Paste intermittently fails in editor","There is a very strange issue that has been happening to me since I started using Aptana Studio at version 3.0.2...Sometimes when I copy (or cut) some text from the editor and paste it somewhere else in the same or different file, Aptana will paste the last thing (or second to last, depending on how you look at it) instead of the most recent thing I just copied.    I thought maybe just my keyboard wasn't working, since I had never experienced something like that before. But then my co-worker (who is also using Aptana 3.0.3) asked me if I was experiencing copy/paste issues too. That's when I knew I wasn't the only one. We noticed that the times when he can't copy/paste is when Aptana is using up 100% of the CPU. So, not sure if there is another bug and this is just a side-afect, or if this is a bug that can be isolated.    I don't know how to replicate this. All I know is that it is happening at seemingly random times.    Update:    Some people have reported relief after unbinding the shortcut 'command + c' from 'copy' under Preferences/General/keys. Unbinding this shortcut resolved the issue of copy/paste randomly not working.    It also appears that this is a long-standing Eclipse issue:    * https://bugs.eclipse.org/bugs/show_bug.cgi?id=368354  * https://bugs.eclipse.org/bugs/show_bug.cgi?id=200743    Which suggests that there is some more investigation to do here.  ",13
APSTUD-3100,"Create FindBugs Profile appropriate for validating code correctness","The default FindBugs profile is too strict for our current code base. We need to create a more limited profile that we can use to validate all committed code for possible errors. Please create a profile, run it against some of our current source code to see if it reports what is expected, and pass it around to the other developers for confirmation.",1
APSTUD-3101,"Create PMD profile to validate Studio code","The default PMD profile is too strict for our purposes. Create a default PMD profile all developers can use to validate code correctness before checkin. Please create a profile, run it against some of our current source code to see if it reports what is expected, and pass it around to the other developers for confirmation.",1
APSTUD-3130,"Upgrade Unit Test Coverage","Our current unit test coverage hovers around 30% (class, method, block, and line) We need to get this higher.    Here are the classes we need to test: Please create a sub-task for the class you want to test, and edit the document to indicate you've claimed that test. If there already is a task created for a particular class, it means someone else has claimed that one, so choose another. If there are a bunch of related classes, you can group that into one task.    Coverage goals for all classes below is a _minimum_ of 100% class, 70% method, 80% block, 80% line (default Emma values in Jenkins)    * com.aptana.core.util   ** KeepAliveObjectPool  ** ObjectPool  ** ReapingObjectPool  ** StreamUtil  ** URIUtil",20
