issuekey,title,description,storypoint
MULE-6441,"Inconsistent behaviour of foreach with inside flowvar","The index of the foreach inside the flow of the flowref is not consistent.  It seems that there is a lack of atomicity with the invocation variables causing as a result jump of indexes of the iteration and overwrite of invocation variables.    In the example below my payload is the result of a sql query so an ArrayList<CaseInsensitiveHashMap>. I save the value of each row in a flow variable to make it always available in next operations (the original project has more flowRef).  The problem comes out because in the contained flow accessed by the flowRef, the invocation variable carrying the index of the iteration and also the name of the element that I saved is not consistent during each iteration. Sometimes some idexes are jumped and also the element of my array tooks more time the same value.",5
MULE-6468,"Messages generated from http-messages.properties should be escaped when returned to the client as http response","Currently if you send the the following http request:    {code}  GET /unionstation/ens/form HTTP/1.1   Accept: */*   Accept-Language: en-us   UA-CPU: x86   User-Agent: Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)   Host: staging-unionstation.optuminsight.com   Authorization: <sCrIpT>alert(88585)</sCrIpT>   Pragma: no-cache   Referer: https://staging-unionstation.optuminsight.com:443/unionstation/ens/form   X-Scan-Memo: Category=""Audit""; Function=""createStateRequestFromAttackDefinition"";   SID=""CF1B85D9856FC7300BE04E08AE969344""; PSID=""1D12AD7B110413DEBB8E6634539F76CF"";   SessionType=""AuditAttack""; CrawlType=""None""; AttackType=""HeaderParamManipulation""; OriginatingEngineID=""1354e211-   9d7d-4cc1-80e6-4de3fd128002""; AttackSequence=""3""; AttackParamDesc=""Authorization""; AttackParamIndex=""6"";   AttackParamSubIndex=""0""; CheckId=""(null)""; Engine=""Cross+Site+Scripting""; Retry=""False"";   SmartMode=""NonServerSpecificOnly""; AttackString=""%3csCrIpT%3ealert(88585)%3c%2fsCrIpT%3e"";   AttackStringProps=""Attack"";   Connection: Keep-Alive   Cookie: CustomCookie=WebInspect76158ZX7B636566555940D48015FD4B8FB9C0F6Y76AF   UnitedHealth Group 5Report Date: 9/28/2012 Vulnerability (Legacy)   {code}    you will receive the following response:    {code}  HTTP/1.1 403 Forbidden   Date: Thu, 27 Sep 2012 07:55:26 GMT   Server: Mule Core/3.3.0   http.status: 403   X-MULE_ENCODING: UTF-8   WWW-Authenticate: Basic realm=""X12Files""   Content-Type: text/plain; charset=UTF-8   Content-Length: 116   Connection: close   Http Basic filter doesnt know how to handle header <sCrIpT>alert(88585)</sCrIpT>. Message payload is of type: String   {code}    containing potential malicious javascript code that the browser will run.    Anytime a message is returned to the client the inputs should be parsed to prevent this kind of problems",8
MULE-6471,"Default exception strategy is not being called","I have the following flow:    {code:xml}      <flow name=""storeUser"" doc:name=""storeUser"" >          <http:inbound-endpoint exchange-pattern=""request-response"" host=""localhost"" port=""8081"" path=""save"" doc:name=""HTTP""/>          <objectstore:store config-ref=""ObjectStore"" key=""#[json:user]"" value-ref=""#[payload]"" doc:name=""Storing the User"" />          <async doc:name=""Async"">              <scripting:component doc:name=""Groovy"">                  <scripting:script engine=""Groovy"">                      <scripting:text><![CDATA[Thread.sleep(10000)]]></scripting:text>                  </scripting:script>              </scripting:component>              <vm:outbound-endpoint exchange-pattern=""one-way"" address=""vm://sendMail"" doc:name=""VM""/>          </async>          <tracking:custom-event event-name=""Stored User"" doc:name=""Stored user Info"">              <tracking:meta-data key=""user"" value=""#[json:user]""/>          </tracking:custom-event>          <catch-exception-strategy >              <set-payload value=""#[string: Could not store the user]"" doc:name=""An Exception ocurred....""/>          </catch-exception-strategy>      </flow>  {code}    When I post with an invalid JSON, the return is ""Could not store the User""      However when I do:    {code:xml}        <flow name=""storeUser"" doc:name=""storeUser"" >          <http:inbound-endpoint exchange-pattern=""request-response"" host=""localhost"" port=""8081"" path=""save"" doc:name=""HTTP""/>          <objectstore:store config-ref=""ObjectStore"" key=""#[json:user]"" value-ref=""#[payload]"" doc:name=""Storing the User"" />          <async doc:name=""Async"">              <scripting:component doc:name=""Groovy"">                  <scripting:script engine=""Groovy"">                      <scripting:text><![CDATA[Thread.sleep(10000)]]></scripting:text>                  </scripting:script>              </scripting:component>              <vm:outbound-endpoint exchange-pattern=""one-way"" address=""vm://sendMail"" doc:name=""VM""/>          </async>          <tracking:custom-event event-name=""Stored User"" doc:name=""Stored user Info"">              <tracking:meta-data key=""user"" value=""#[json:user]""/>          </tracking:custom-event>          <default-exception-strategy>              <set-payload value=""#[string: Could not store the user]"" doc:name=""An Exception ocurred....""/>          </default-exception-strategy>      </flow>  {code}    The exception is not handled",1
MULE-6501,"XsltTransformer forcefully evaluate expressions in context-property into Strings","This arbitrary limitation prevents passing DOM nodes as XSL parameters :(    It comes from the fact the XSL transformer uses the deprecated {{parse}} method in:  {code:java}      protected Object evaluateTransformParameter(String key, Object value, MuleMessage message) throws TransformerException      {          if (value instanceof String)          {              return muleContext.getExpressionManager().parse(value.toString(), message);          }            return value;      }  {code}",8
MULE-6512,"MuleMessageToHttpResponse.createResponse shouldn't use SimpleDateFormat","We should use JodaTime's DateTimeFormatter since it is thread-safe (we can use one static instance) and faster than creating a new one each time.",2
MULE-6566,"Per App Classloader should clean all native libraries from the classloader on redeploy","Case example:  SAP application in mule with all libraries (jco + jco native lib + sap transport lib) in the application's lib directory  On redeploy the JVM aborts with error: Invalid memory access of location 0x1f3c7d10 eip=0x1f3c7d10  The problem seems to be that the native library wasn't properly unloaded and when the jco jar tries to load it again the JVM aborts execution.",5
MULE-6604,"Upgrade Jackson to 1.9.11","This version works with 1.8.0 and there are some deprecated methods in 1.9.11, so there is a need for an upgrade.",1
MULE-6628,"Should be able to replace Log4j for another logging implementation","http://www.mulesoft.org/documentation/display/MULE3USER/Configuring+Logging says in the section titled ""I don't want to use Log4j"" that the log4j jar can be removed so long as SLF4J is wired to another logging implementation. Removing the Log4j jar results in     WrapperManager Error: Error in WrapperListener.start callback.  java.lang.NoClassDefFoundError: org/apache/log4j/spi/RepositorySelector  WrapperManager Error: java.lang.NoClassDefFoundError: org/apache/log4j/spi/RepositorySelector  WrapperManager Error:   at java.lang.Class.getDeclaredConstructors0(Native Method)  WrapperManager Error:   at java.lang.Class.privateGetDeclaredConstructors(Class.java:2389)  WrapperManager Error:   at java.lang.Class.getConstructor0(Class.java:2699)  WrapperManager Error:   at java.lang.Class.getConstructor(Class.java:1657)  WrapperManager Error:   at org.mule.module.reboot.MuleContainerWrapper.start(MuleContainerWrapper.java:53)  WrapperManager Error:   at org.tanukisoftware.wrapper.WrapperManager$12.run(WrapperManager.java:3925)  WrapperManager Error: Caused by: java.lang.ClassNotFoundException: org.apache.log4j.spi.RepositorySelector  WrapperManager Error:   at java.net.URLClassLoader$1.run(URLClassLoader.java:202)  WrapperManager Error:   at java.security.AccessController.doPrivileged(Native Method)  WrapperManager Error:   at java.net.URLClassLoader.findClass(URLClassLoader.java:190)  WrapperManager Error:   at java.lang.ClassLoader.loadClass(ClassLoader.java:306)  WrapperManager Error:   at java.lang.ClassLoader.loadClass(ClassLoader.java:247)  WrapperManager Error:   ... 6 more    This is due to the patch done to fix MULE-5264 which causes MuleContainer to have a direct reference to Log4j's RepositorySelector. Simply moving the reference and the call to setRepositorySelector to some other class which is not accessed via a static reference should solve the problem.",5
MULE-6642,"REST Document Resource Definition",http://corp.wiki.mulesource.com/display/WP/Simplified+REST+Service+Creation,8
MULE-6645,"REST Swagger Definition Generation",http://corp.wiki.mulesource.com/display/WP/Simplified+REST+Service+Creation,8
MULE-6646,"REST Browsable Web UI Generation",http://corp.wiki.mulesource.com/display/WP/Simplified+REST+Service+Creation,5
MULE-6647,"Remove all examples, except the new hello world and existing loan broker, from ESB stand-alone distribution","* Packaged examples should be modified as per the following plan: https://docs.google.com/a/mulesoft.com/spreadsheet/ccc?key=0ArwrJmCfHowWdDNCdnJYeldHcDI5M0dYaTRsWUwxd2c#gid=2    * This requires the following additional work:      - Creation of the two new identified examples.      - Modification of target examples to use latest 3.4 features. Beyond specifics identified on spreadsheet this includes adding in-studio documentation for all examples.     - Modification of documentation for target examples.     - Removal of examples tagged as Archive from Studio.     - Modification of docs to reflect an Archived examples section.      - Placement of all examples in GIT and tagging as active versus archived.     - From the ESB stand-alone distribution point of view: Remove all examples except the new hello world and existing loan broker.",5
MULE-6649,"Addition of DB2 and MS SQL Server to the list of databases on Studio JDBC connector configuration window - ESB Work","Today we show MySQL, Derby, and Oracle. However, MS SQL and DB2 are RDBMS's with very large footprints. As such, we should add these two databases to the set that shows up on the JDBC connector's configuration screen. ",3
MULE-6657,"NIO and WebSocket Completion","As a Mule ESB user, I would like to be able to turn on the use of the NIO stack through a deploy.properties toggle.   As a Mule ESB user, I would like to be able to use the new WebSocket components within my flows. ",8
MULE-6659,"Testing Mule 3.4 Pairing with GA Registry","As a Mule user, I would like to configure my Mule instance to be paired with my Registry account through my registry key so that I may be able to manage my ESB instance's endpoints with the registry.   User should be configure the registry key for their registry account for an ESB instance. From there on: The HTTP endpoints of all apps deployed to the ESB instance should be manageable with the paired registry instance.  Detailed specs described here:   http://corp.wiki.mulesource.com/display/PRODMGMT/Registry+Interaction+and+License+Management+Support ",3
MULE-6661,"Testing - Mule 3.4 Dynamic Lookup with GA Registry","As a Mule user, I would like to use the dynamic lookup component within my flows.  Detailed specs defined here:   http://corp.wiki.mulesource.com/display/WP/Dynamic+Router+%28supports+Registry+Dynamic+Endpoint+Resolution%29",1
MULE-6673,"Update Spring version used in Mule to 3.2","Update the version of Spring we are using to 3.2",5
MULE-6699,"Intercepting Are not generating message processor path ","This is currently breaking debugger, since all MP that executes after an intercepting MP are not being executed. ",5
MULE-6700,"mule-common dependency should be on a fixed version","We should be on a fixed version rather than a SNAPSHOT. mule-common is at 0.11.0-SNAPSHOT so we'll go with 0.11.0.",1
MULE-6710,"REST Representations definition","Multiple representation support for apikit",8
MULE-6711,"APIkit example application","Create an example application to showcase apikit functionality",8
MULE-6713,"GitHub migration","- svn repo migration to github  - bamboo plans update",8
MULE-6814,"APIkit REST Controller Resource","REST Controller Resource",8
MULE-6815,"APIkit Tech Debt","APIkit Tech Debt",3
MULE-6714,"Deprecate Services (and anything else we can)","Deprecate Services (and anything else we can)",5
MULE-6718,"When setting a basic authorization filter if no authorizations headers are set in the request, an exception is thrown and there is no request from the browser to add the keys.","When setting a basic authorization filter if no authorizations headers are set in the request, an exception is thrown and there is no request from the browser to add the keys.    Steps to reproduce:  Deploy app in a 3.4.0-RC2 mule instance.  In a browser go to http://localhost:4567/authenticate  Expected: a pop-up requesting for authentication should appear.  Actual:  The response is ""Registered authentication is set to org.mule.transport.http.filters.HttpBasicAuthenticationFilter but there was no security context on the session. Authentication denied on endpoint http://localhost:4567/authenticate. Message payload is of type: String""  ",5
MULE-6723,"Restarting a Mule app cause loss of JMS messages even when using transactions","# Start a local ActiveMQ instance listening on port 61616 with in and out queues   # Deploy transactional-jms.zip  # ab -n 1000 -c 10 http://localhost:8080/help  # Wait for messages to be put to in queue  # Restart Mule app  Expected: All messages are copied from in queue to out queue  Actual: About 100 messages are lost",3
MULE-6732,"HTTP(S) transport generates everlasting temporary files","When doing a multipart upload it may create a temporary file. It will remain on the disk drive because the file is not being deleted once the outputstream is closed. A deleteOnExit flag would not be effective for never-closing applications.    This eventually leads to ""java.io.IOException: No space left on device"".    The location where this file is being created may be seen at https://github.com/mulesoft/mule/blob/mule-3.x/transports/http/src/main/java/org/mule/transport/http/multipart/MultiPartInputStream.java#L135",5
MULE-6745,"Update License.txt,  , and 3rd party list","* As a developer I want to be able to read accurate content of the LICENSE.txt file bundled with Mule ESB Standalone.",3
MULE-6746,"Fix the 3.x site build","javadoc generation is failing.  check log here:    http://bamboo.mulesoft.org/browse/MULE3X-MULE3XSITE-SITE",5
