issuekey,title,description,storypoint
DLP-110,"Final version of multi-coadd peak association available","The complete multi-coadd peak & footprint association and merger functionality is now available. ",NULL
DLP-111,"Final version of multi-coadd deblender available","The complete multi-coadd deblender is now available as described in LDM-151 §5.3.2.2.",NULL
DLP-112,"Complete multi-coadd deblender","Develop the complete multi-coadd deblending functionality.  ",NULL
DLP-113,"Prototype sky coverage mask available","Per LDM-151 §5.3.2.3, we provide a sky coverage mask describing completeness and selection effects in the survey. Detailed requirements are expected to evolve based on experience with DES.",NULL
DLP-114,"Prototype sky coverage mask","* Many science cases need to make maps of different kinds of completeness and selection effects.  Frequently these will be used to create random catalogs that can be used in clustering algorithms.  * External code in this area includes Stomp, Mangle, Venice.  * We intend to learn from the experience of DES & HSC before making a decision.  ",NULL
DLP-115,"Final version of sky coverage mask available","The final version of the sky coverage mask functionality is available to the specification defined in LDM-151 §5.3.2.3 (when available).",NULL
DLP-116,"Complete sky coverage mask","Build on the work in DLP-114 to deliver the complete sky coverage mask functionality.  ",NULL
DLP-117,"Complete Object Detection & Deblending Pipeline Available","WBS 02C.04.05 is complete.",NULL
DLP-12,"Level 2 Database","Database catalog is needed to handle Level 2 Catalog data products described in §5.3 of [LSE-163|http://ls.st/LSE-163*]. This epic involves designing and building such catalogs. The work includes   * fine tuning baseline schema documented in LDM-153   * internal catalogs supporting Data Release Production   * building and releasing L2 catalog. Details of data loading are covered in [LDM-135 §8.15.2|http://ldm-135.readthedocs.org/en/master/#data-loading]",NULL
DLP-120,"Determine galaxy shear fitting parameters","We can estimate the performance of the final multifit galaxy modeling if we can measure a few numbers on simulations (those numbers are essentially factors that are multiplied to determine the computation time).    One number - the number of Monte Carlo samples - is extremely hard to put hard requirements on, because it requires essentially a full system and a huge amount of simulations to be measured.  But I think we can order-of-magnitude estimate it (just from intuition, really) at 20-200 samples.    This effort measures the other two sets of unknown numbers - the number of pixels typically included in the fit, and the order and number of shapelet terms in the PSF, using simulations and a placeholder galaxy fitting algorithm.    We also need to investigate other convolution approaches besides shapelets - depending on the speed vs. quality relationship for shapelets, those could become competitive.    Perry, a little Jim or successor,",NULL
DLP-13,"DRP-ready Internal DRP Database","Internal DRP catalog ready for supporting the DRP pipeline.",NULL
DLP-14,"Level 2 Qserv-based Catalog","Level 2 catalog produced by S18 DRP released and ready for querying through Qserv.",NULL
DLP-15,"Level 3 Database","Level 3 User Database. Related documentation: [LDM-135 §8.11|http://ldm-135.readthedocs.org/en/master/#level-3-user-tables-external-data]. Note that Level 3 has impact on the overall design of Qserv. In particular   * shared scans: appropriate Level 3 user tables will be scanned as part of each shared scan as needed to answer any in-flight user queries.   * data distribution: unlike L2 data sets, L3 are not immutable. Users can create/update/delete their L3 tables ad hoc at any time.",NULL
DLP-151,"Develop prototype PSF-matched image coaddition","Build coadds after matching input PSFs to a common predefined output PSF.  We need to figure out when we do this relative to warping in order to minimize noise covariance terms on the coadd.  ",NULL
DLP-152,"Initial PSF-matched image coaddition available","LDM-151 §5.2.1 requires that it must be possible to generate PSF-matched coadds. More detail on the requirements, included that the work should be performed using ""well known algorithms"", is provided in §5.2.2.1.    This initial version of PSF matched coaddition is functional and has a realistic data flow, but no requirements as to algorithic fidelity or computational performance.  ",NULL
DLP-153,"Develop prototype likelihood coaddition","Likelihood coadds are formally the optimal way to detect sources in multi-epoch data, but the output isn't a traditional coadd, so our traditional algorithms won't work on them.    We need to:  * Implement building likelihood coadds and detection on them.  * Test detection on likelihood coadds and compare to traditional detection methods  * Explore options for how to do downstream processing beyond detection    ",NULL
DLP-154,"Simplified likelihood coaddition available","LIkelihood coaddition is required by LDM-151 §5.2.1 and described in LDM-151 §5.2.2.1.    In this simplified version PSF is assumed to be constant and noise is assumed to be constant and uncorrelated.  Code must be fast enough to be used in production (no more than 3x slower than direct coaddition).    This basic implementation is appropriate for use in the detection and deblending pipeline (02C.04.05), but is not adequate for object characterization.  ",NULL
DLP-155,"Initial deep detection coadds available","Deep detection images are generated by combining coadds from multiple bands. In doing so, we use either the chi^2 scheme or a SED weighting scheme. In this milestone, we provide initial, functional versions of both, but with no specification as to their computational performance or algorithmic fidelity.    This work is required by LDM-151 §5.2.1 and described further in §5.2.2.1.",NULL
DLP-156,"Develop prototype chi^2 and filter-matched coaddition","Explore options for multi-band detection that go beyond simply merging independent detections in different bands.    Options include chi^2 coadds and SED-weighted combinations of per-band coadds.  ",NULL
DLP-157,"Develop prototype background-matched coaddition","Background matching theoretically gets us free background models on N-1 of N images in a patch of sky.  In practice it's been much harder to implement on non-drift-scan cameras than it was on SDSS, and we're not sure what the data flow or parallelization will look like.  ",NULL
DLP-158,"Initial background matched coaddition available","LDM-151 §5.2.1. requires that background matching must be implemented in the coaddition pipeline. It is further discussed in §5.2.2.3.    This initial prototype produces a functional version with a realistic data flow, but no requirements as to algorithic fidelity or computational performance.",NULL
DLP-159,"Complete background matched coaddition","Build on the work in DLP-157 to deliver a complete background-matched coaddition algorithm.  ",NULL
DLP-16,"Calibration Database","Related docs: [LSE-180: Level 2 Photometric Calibration for the LSST Survey|http://ls.st/LSE-180*]",NULL
DLP-160,"Refactored background matched coaddition available","Background matched coaddition is implemented as required and described in LDM-151 (§5.2.1 and §5.2.2.3 respectively). It follows the generic coaddition interface conventions as described in DLP-169.",NULL
DLP-161,"Initial DCR-corrected coaddition","We really have no idea how we're going to handle differential chromatic refraction in coadds (it's large enough we won't be able to ignore it; we can probably ignore other chromatic effects in coadds since we won't be using coadds for our highest-precision measurements).  We probably want to apply an SED-dependent pixel-level correction to input images, but to determine the SED at each point in the sky we'll need to at least know the SED of objects below the single-epoch detection limit, which requires coadds...",NULL
DLP-162,"Initial DCR-corrected coaddition available","Coaddition includes a prototype correction for differential chromatic refraction (and optionally other chromatic effects in the PSF and/or WCS).    At this stage, there is no quality requirement on the correction; we merely require the necessary bookkeeping to be in place with a reasonable algorithm.  This should allow subsequent work on DCR-corrected algorithms for detection and image subtraction with only incremental modifications to the DCR-corrected coaddition code (at least initially).    The baseline design described in LDM-151 does not make a specific requirement for DCR-corrected coaddition. However, other work suggests it is desirable and may be required both for deep detection and for differencing (e.g. _Report on Summer 2014 Production: Analysis of DCR_). See also the discussion in LDM-151 §5.2.2.7.",NULL
DLP-163,"Develop complete DCR-corrected coaddition","Build on the work started in DLP-161 to deliver the complete DCR corrected coaddition algorithm.    This work may involve only iterative improvement or a completely new algorithm.  ",NULL
DLP-164,"Refactored DCR corrected coaddition available","DCR correction on coadds is sufficient to ensure color-independent detection of both deep objects and transients.    This milestone is not currently required by LDM-151. However, we anticipate it being an emergent requirement of detection in deep coadds and/or difference images. It builds on the research provided for in DLP-162.    See also LDM-151 §5.2.2.7.",NULL
DLP-165,"Complete Image Coaddition Pipeline available","WBS 02C.04.04 is complete.",NULL
DLP-166,"Coaddition of undersampled images","As with PSF models, undersampled images break many of our algorithmic assumptions.    We don't currently know of any algorithms that are both computationally feasible and good enough from a science standpoint, so there's new work to be done here.    It's unlikely we'll find anything close to an optimal approach that's fast enough (very smart people have tried and only come up with very slow algorithms), so we probably want to focus on approximations whose effects we understand.  ",NULL
DLP-167,"Coaddition of undersampled images available","Slightly undersampled images can now be warped and coadded without aliasing.  Some loss of image quality is acceptable.    This is required by LDM-151 §5.2.1 and described by LDM-151 §5.2.2.2.",NULL
DLP-168,"Redefine and refactor coaddition pipeline interface","At this stage in development, we should have a good idea of the algorithms; here, we define the data flow and parallelization strategy we need to implement them.  ",NULL
DLP-169,"Coaddition pipeline interface available","This milestone indicates that all basic modes of operation of the coaddition pipeline have been prototyped. At this point, the final data flow required is determined, and can serve as an input both to other WBSs and to revision of the coaddition algorithms.",NULL
DLP-170,"Image artifact identification","Both background matching and image differencing could provide ways of identifying image artifacts (ghosts, satellite trails, etc).  We need do to evaluate which of these (maybe both) we want to use.  ",NULL
DLP-171,"Image artifact identification available","This represents a complete approach for dealing with image artifacts (define here as ""anything that shouldn't be included in a coadd"").    This work is required to meet the specifications laid down in LDM-151 §5.2.1 and is described further in LDM-151 §5.2.2.6.    Likely algorithmic approaches involve masking objects detected in difference image, background matching, or both.",NULL
DLP-198,"Complete PSF Estimation Pipeline available","This concludes 02C.04.03.",NULL
DLP-2,"Commissioning-ready Data Access Web Services","Data Access web services meta-epic",NULL
DLP-20,"Butler Framework","Butler framework that includes butler and mapper. Related document: [§3.2 in LDM-152|http://ldm-152.readthedocs.org/en/master/#baseline-design]",NULL
DLP-200,"Firefly refactoring","Firefly has been in development in more than five years, with the code bas in development for more than 15 years. The refactoring efforts in 2015 and 2016 will focus on two aspects: stream line the Java code and improve the quality and readability; and convert some components to JavaScript based code to take advantage of the JavaScript improvement in browser environment.",NULL
DLP-201,"First  version of LSST web UI ","First version of web UI implementation ready for LSST user community to access. It will have the base catalog and image query functions, using SQL to constraint the query. ",NULL
DLP-202,"Finish the GWT to JavaScript conversion for client side components","By end of S16, we would like to finish all the must-do conversion of GWT based client side components to be written in JavaScript, using React framework. This is in line with current web development technology trend. We want to position Firefly to take advantage of the improvement of JavaScript in browser, and development in the industry.",NULL
DLP-203,"Beta version of LSST web UI ready","By end of summer 2016,  the beta version of LSST web UI will be ready for LSST team to access. It will have the basic catalog query and image query capabilities.",NULL
DLP-204,"LSST web UI interoperates with workspace","LSST web UI will be able to inter operates with workspace, saving search results in the workspace.",NULL
DLP-205,"LSST web UI search external catalog","Web UI will be able to search the external catalogs, e.g. give user access to search VO registry to search the catalogs supporting TAP. ",NULL
DLP-206,"Web UI browse and search meta data ","capability to browse and search meta data, schema browser",NULL
DLP-207,"Extra LSST query capabilities in web UI","improvements to query interface, extra capabilities to specify the query of images and catalogs",NULL
DLP-208,"Second version of web UI ready","second version of LSST web UI ready for LSST user community",NULL
DLP-209,"Add one special UI view for specific science research interest","To accommodate the different needs of different science search interests, we want to introduce the special science view in web UI. To provide some special capabilities for one specific science research interest.",NULL
DLP-21,"Working Butler Framework","Working Butler framework that meets S16 needs of the apps team.",NULL
DLP-210,"Provide JS API for building specific science UI views ","We will provide several different specific UI views for different science research interests. But we can't provide all the specific views all the scientists needs. Providing some APIs will make it possible for different science working groups to build their own special UI views. ",NULL
DLP-211,"Improvement of current search capabilities","Improve on all the existing search capabilities, new features identified from testing users",NULL
DLP-212,"Improvements of all the web UI capabilities ","implement new features, bug fixes  identified in test. Improve usability, user experience. ",NULL
DLP-213,"Improvements on the JS APIs to build special UI views","Adding new JS API and new control parameters of APIs for developers  to build the customized UI.",NULL
DLP-214,"Accessing to L3 data","Provide users the capabilities to access the L3 data, their own and other collaborators. We need to pay attention to the ownership and it is closely tied to authentication and authorization.",NULL
DLP-215,"Correlate L3 data with parent data","Provide ways to associate L3 data to the LSST data that are used to generate it. For example, the L1 images that are used to make the L3 images, the sources that are used to calculate the values in L3 data source.",NULL
DLP-216,"Provide basic APIs to use Firefly visualization components","Provide basic APIs in http, JavaScript, Python to other developers to use Firefly visualization capabilities. The current clients are DM data products team for pipeline QA, LSST camera team for camera data visualization, SQUARE for SDQA tool.     Enable the interaction between tabular data (like catalogs) and images.",NULL
DLP-217,"Provide APIs for tabular data display using Firefly","Allow developers to use APIs to do column sorting, filtering",NULL
DLP-218,"Provide API for image display in Firefly","API will enable developers to display and manipulate images: zoom, stretch, color change, overlay regions, calculate distance between two points.   API will also provide mechanism for other developers to write their own callback functions to do other tasks. ",NULL
DLP-219,"Improvements of the Firefly APIs ","improvements and add more functions as our clients need. ",NULL
DLP-22,"Next-to-database User Analysis","Provide support for non-sql, ""next-to-database"" analysis. Related documentation: [§8.14 in LDM-135|http://ldm-135.readthedocs.org/en/master/#next-to-database-processing]",NULL
DLP-220,"Be able to access image cutout","Be able to access the image cutout through the DAX API. ",NULL
DLP-221,"Single focal plane image visualization in web UI and  through API ","Provide mechanism to display a single focal-plane image visualizaiton",NULL
DLP-222,"Provide time-domain data view","provide light curve plotting in Firefly visualization",NULL
DLP-223,"Provide image coaddition capability","provide web UI and API to enable coaddition of images",NULL
DLP-224,"provide mosaiking capability","provide web UI and APIs to enable user to mosaik images",NULL
DLP-225,"Basic 3D visualization","Provide basic 3D visualization of data",NULL
DLP-226,"Survey coverage display","Provide the display of survey coverage, maybe in different resolutions as needed",NULL
DLP-227,"Periodograms display capability","Be able to generate the periodogram from time series data and visualize it.",NULL
DLP-228,"moving object visualizaiton","visualization for moving objects: track, tracklets, proper motion ",NULL
DLP-229,"Image subtraction and blinking capability","Use the DM stack to do image subtraction using Firefly server extension capability, display the result properly in UI.  Blinking between two images in UI",NULL
DLP-23,"User-ready Next-Database Analysis System (Beta)","Next-to-database system ready for use by ""friendly"" users.",NULL
DLP-230,"Large area multi-resolution image display ","Resolve the issue ti display images over 10GB, e.g whole sky.  Looking into pre-generate the multi-resolution images to prepare for this. ",NULL
DLP-231,"Advanced light curve visualization","More options will be provided to users as needed to do the light curve visualization. ",NULL
DLP-232,"Advanced 3D visualizaiton","More options to control the data visualization in 3D.",NULL
DLP-233,"Light curve fitter","fitting light curves with a 'known' light curve shape - e.g., exoplanet transit, supernova explosion and decay, micro-lensing events, variable stars ...",NULL
DLP-234,"automated template fitter","automate the process of fitting light curves with a 'known' light curve shape - e.g., exoplanet transit, supernova explosion and decay, micro-lensing events, variable stars ...",NULL
DLP-235,"cross-matching visualizaiton","provide the capability to visualize the result of cross-matching catalogs, emphasizing the parameters that the algorithm used to do the cross-match. ",NULL
DLP-236,"Multi-variable correlation plots","Identify the correlations among the variables and provide the plotting capability to visualize them.",NULL
DLP-237,"all-sky movie","Display the all-sky image in a movie, to make the transition smoothly. ",NULL
DLP-238,"interactive celestial sphere","This is the 3D all sky display and interaction with users. ",NULL
DLP-239,"4D visualization","3D display with time as the 4th axis.",NULL
DLP-24,"Commissioning-ready LSST Database","LSST Database capable of supporting LSST Commissioning.",NULL
DLP-240,"Understand and define the requirements for Alert/notification toolkit","Have a clear definition of this tool",NULL
DLP-241,"Alert notification toolkit functions design","Design the functions of this tool, define relationship of this tool and alert brokers.",NULL
DLP-242,"Beta version of Alert subscription tool","Beta UI ready for users to subscribe to the alerts broadcasted by LSST mini broker.  Users can specify the filters to apply.",NULL
DLP-243,"Predefined alert filters","provide a set of predefined alert filters for users to choose from for subscribe to alerts",NULL
DLP-244,"provide mechanism for users to specify their own filters","web UI to enable users to specify their own filters when subscribe to the alerts",NULL
DLP-245,"Provide object association for a specified alert","capability to search and display the object associated with an alert, specified by alert ID or other criteria.",NULL
DLP-246,"Capability to access to alert history with filtering capability","UI to let users search on alert history by specifying alert ID or other criteria.",NULL
DLP-247,"First version of the alert subscription system ready","improve all the  basic functions listed in the beta version.",NULL
DLP-248,"Research the community discussion forum for alert system ","Doing research  in FY20 for the suitable candidates to be used for LSST alert discussion forum, working closely with community that are interested in alerts. Make a final recommendation to be adopted. ",NULL
DLP-249,"Beta API for alert subscription system","Define and provide the beta implementation of APIs to subscribe to the alert system",NULL
DLP-25,"Prototype Web Service for SUI","Implement a prototype Web Service, for use by the IPAC team for SUI related tests. Includes fully RESTful APIs, error handling, image stitching and basic metadata operations.",NULL
DLP-250,"second version of alert subscription system ","improvements on the basic functions, add more functions as needed ",NULL
DLP-251,"Enable the user community discussion forum for alert","Study what forums are available for community discussion. Make the recommendation and deploy it for community.",NULL
DLP-252,"API to access the alert history","Provide API to enable users to search the alert history, like given an alert ID, get  information related to it. ",NULL
DLP-253,"Alert annotation capabilities","Enable users to annotate,  persist, and view the annotations on alert.  Enable users to access annotation history on alert.  Note: The scope of the annotation is limited. ",NULL
DLP-254,"evaluate the system for user support","Evaluate helpdesk, knowledge database, ticketing systems, and online documentation system . Make a recommendation. ",NULL
DLP-255,"Deploy the system for user support","Deploy the help desk, knowledge database, ticketing systems, and online documentation system . ",NULL
DLP-256,"First draft definition of workspace","produce the first draft document to define the scope of workspace.   ",NULL
DLP-257,"Workspace functions design","Design workspace functions:   relationship with authentication and authorization system;  interoperability with SUI/tools;   interoperability with L3 data products;    VOspace protocol support?",NULL
DLP-258,"Beta version of workspace ","implementation of basic operation of workspace:  data object upload, download, manipulation, deletion  interoperability with SUI/tools",NULL
DLP-259,"First version of workspace implementation","improve all the functions listed in the beta version  new functions: interoperability with L3 data products;   provide APIs to enable scriptable operations",NULL
DLP-26,"Commissioning-ready Data Access Web Services","Data Access Web Services capable of supporting LSST Commissioning.",NULL
DLP-260,"second version of workspace implementaion","Improve all the functions in last version.  improve the interoperability among SUI/tools, workspace, and L3 data products.  improve the scriptable operations.     New functions if needed.  ",NULL
DLP-261,"Third version of workspace implementaiton","Improve all the functions in last version.  improve the interoperability among SUI/tools, workspace, and L3 data products.  improve the scriptable operations.  New functions if needed.",NULL
DLP-262,"ISR including all expected effects","This milestone will require identifying the expected effects.",NULL
DLP-263,"Full focalplane background modeling","This is needed by coaddition.",NULL
DLP-264,"Framework for representing astrometric pixel distortions","The current mechanism is to do a two fold process where smooth perturbations caused by the atmosphere and optics are represented as a single polynomial solution over the focalplane or chip.  The higher frequency distortions caused by sensor effects are modeled in a different, unrelated way.    Astrometry and all measurements need a way to represent these different distortions in a single self-consistent framework.  This leads to the notion that the general concept of a ""WCS"" needs to be redefined to be more general.",NULL
DLP-265,"Pixel-level intensity dependent PSF correction","This is important for photometry, but it is equally important for diffim since the zeropoint will vary between visits.  Templates will have to be built to a standard (zero-flux?) PSF, so this becomes vital to do at the pixel level.",NULL
DLP-266,"ISR operating at production level","ISR operating within required envelope for execution time and data quality with as-delivered sensors.",NULL
DLP-267,"Single frame measurement performing at production quality","Single frame measurements within requirements with as delivered sensors.",NULL
DLP-268,"Association of DIA sources with DIA and SS Objects","Query DIA object tables with DIA source positions and get associated records.  Query SSO tables for all objects with orbits consistent with DIA source positions.    This depends on DB interfaces.  This depends on Night MOPS efforts.",NULL
DLP-269,"DIA association operating at production level","This will depend on DB performance.    KPM -- Speed of full density query.",NULL
DLP-27,"Commissioning-ready Qserv","Qserv capable of supporting Commissioning. Details of Qserv are covered in LDM-135.",NULL
DLP-270,"Identify alert packet technology","Technologies exist for packaging and sending alerts, but current technologies have not been shown to scale to the LSST needs.  By W17 we need to have identified and rectified (using LSST effort perhaps) any shortcomings in either the event transport protocol or alert packaging standard.    KPM -- Packets per second on a reference implementation platform.",NULL
DLP-271,"Alert generation system at scale","We will be measuring DIA and SSO sources.  The information must be aggregated, packaged and published by a standard mechanism.  The publication system is after this milestone, but the two depend on each other for interfaces.    Depends on DIA source measurement suite and association.    KPM -- average and max alert packaging per sec.",NULL
DLP-272,"Simple alert filtering mechanism","The LSST will provide a mechanism for users to subscribe to the alert stream and place custom filters on that stream to then be forwarded on to other event processing systems.  This will be part of the LSST project ""broker.""  The broker will listen to the LSST project publisher.",NULL
DLP-273,"Alert publication system","The publication system will be the middleware between the packet generation and brokering systems.  The publication system will transmit the packaged alerts to multiple brokers for further dissemination.    KPM -- maximum and average alert throughput.",NULL
DLP-274,"Modernize difference imaging task","The current difference imaging task is a prototype and needs to be updated for modern interfaces.  It also will be made more modular.  This is in an effort to make the task easier to use in algorithm development and testing.",NULL
DLP-275,"Deliver document on effects of DCR","Differential chromatic refraction will be a major factor in how we end up doing template generation and difference imaging.  This will require defining the ways in which DCR impacts these systems.",NULL
DLP-276,"Dipole measurement suite","Dipole measurement (total flux, direction of dipole, etc.) will be useful in DIA measurement, but also in false positive detection and mitigation (aligned dipoles indicate astrometric failure).",NULL
DLP-277,"Difference image measurement suite","For tuning, development and testing we will need a full featured difference image measurement suite.  Algorithms will be very similar to single frame measurement except possibly in the case of dipoles and in the case of a pre-filtering mechanism for diffim.",NULL
DLP-278,"Measurement of DCR effects and mitigation","Define the strategies in order of priority to try to minimize the effects of DCR on measurement, coaddition, and diffim.",NULL
DLP-279,"Trailed source model","Objects that trail in a single image will have a trailed source model fit to them.  This will go into the SSO orbit determination.",NULL
DLP-280,"Recommend sparse field diffim algorithm","Of the various possible algorithms for doing difference imaging.  Identify the base line algorithm for use in sparse fields.",NULL
DLP-281,"Recommend template generation strategy","Depending on the suggested image differencing algorithm and the strategy for mitigating DCR effects, the template generation technique could vary widely (full sky templates to on-the-fly postage stamp templates).  The base line technique will significantly impact the required data taking strategy, particularly in commissioning and early years of the survey.",NULL
DLP-282,"Artifact pipeline","To beat down false positives, as many defects: scattered light, bleed trails, diffraction spikes, etc. will be detected and masked.  This will likely include a mixture of models, detection on single frame images, and detection of artifacts on image differences.",NULL
DLP-283,"Image differencing operating within requirements for sparse fields","Image difference pipeline working at production scale on as-delivered devices within requirements.  We are choosing to focus on sparse fields before crowded fields because the chromatic effects are more troublesome in crowded (confused) fields.  We will first get the algorithms working at high galactic latitude.    This depends on measurement suites, association, template generation, and image differencing algorithms.",NULL
DLP-284,"Recommend image differencing algorithm for crowded fields","The system must produce alerts over the entire sky.  We expect the challenges to be different depending on whether the images are crowded (confusion limited in the science image) or not.  This milestone is to define the baseline image differencing technique in crowded regions.",NULL
DLP-285,"Transient spuriousness engine","The goal is to remove as many false positives as possible at earlier stages of the pipeline, but we expect there to be some false positives that must be removed via a machine learning technique similar to the real-bogus system employed by some transient surveys.  The state of the art in machine learning will be used to deliver this system by this milestone.",NULL
DLP-286,"Deliver operational image differencing pipeline","Deliver the full image differencing pipeline working in all areas of the sky with base line algorithms for template generation, image differencing, DIA measurement and association and spuriousness determination.",NULL
DLP-287,"Pull relevant code from HSC to LSST","This is the UW's WBS, but there is similar work happening on the Princeton side.",NULL
DLP-288,"HSC merger complete","All relevant Hyper Suprime Cam code has been merged to LSST. HSC developers now primarily develop on the LSST codebase. Future HSC development that is not applicable to LSST will be carried out on a new fork, with frequent merges of LSST functionality.",NULL
DLP-289,"Merge HSC changes to LSST","All changes made in the (forked) Hyper Suprime Cam stack must be audited for applicability and, where appropriate, merged back to LSST.",NULL
DLP-290,"Residual PSF Ellipticity Correlations: TE1","Median residual PSF ellipticity correlations averaged over an arbitrary field of view for separations less than 1 arcmin shall be no greater than TE1.    LSR-REQ-0097.",NULL
DLP-292,"Scalable orbit prediction code","Orbit prediction code is needed by NightMOPS and the DIA association.  Code to do this exists in the domain, but has not been tested at LSST scale.  Potentially, licensing could also pose a problem.",NULL
DLP-293,"Fully functional NightMOPS","NightMOPS packages the orbit fitting code to be used in the pipelines.",NULL
DLP-294,"Scalable intra-night tracklet linking","This piece of the MOPS system is to identify all possible combinations of observations within a night that can be considered part of an orbit.",NULL
DLP-295,"Scalable orbit fitting code.","The MOPS system will feed tracks (multiple associated intra-night tracklets) to a fitting engine that will produce the most likely orbital elements for that track.  There is code in the domain to do this, but it has not been tested at LSST scale.",NULL
DLP-296,"Scalable collapse tracklets","The naive implementation of code to associate pairs of observations into tracklets will produce many redundant tracklets.  E.g. a triplet of observations of a single orbit will produce three distinct two observation tracklets.  This milestone will deliver code to collapse the many redundant tracklets into the optimal subset of tracklets.",NULL
DLP-297,"DayMOPS for non-trailed objects","All the pieces for DayMOPS will be in place by the beginning of FY19.  These will be hooked up over the course of FY19 to produce an operating DayMOPS pipeline for slow moving (non-trailed) sources.",NULL
DLP-298,"DayMOPS including trailed objects","Using information about the direction and length of trailed objects (even between snaps) will improve linking and orbit determination.",NULL
DLP-299,"Deliver recommended photometric self-calibration algorithm","The inputs to self-calibration need to be understood:  * What are the free parameters in the solution (i.e. what are the instrumental artifacts (if any) to be calibrated out in this step)?  * What are the inputs? Are they measurements from SFM or is it a richer set of inputs that include relative zeropoints as computed from coadd pipeline. ",NULL
DLP-300,"Photometric self-calibration API and minimal implementation","The API and prototype implementation will be up and running in the LSST execution framework in time for ComCam.",NULL
DLP-302,"API and minimal implementation for stack astrometry","This milestone delivers a solution the problem of relative astrometry of a stack of images to an external standard system or internal reference.    *This work is being done by IN2P3.",NULL
DLP-303,"Scalable stack astrometry","Ensure that the initial implementation of stack astrometry scales to LSST scales.",NULL
DLP-304,"Identify astrometric reference catalog","Some applications will require absolute astrometry.  For the external reference system, a suitable set of standards will be used.  Likely these will come from the GAIA mission.      Compare the standards against SRD-XXX to verify that the astrometric precision in the reference will not dominate the error budget for absolute astrometry.",NULL
DLP-305,"Astrometric stack calibration at scale","Deliver astrometric stack calibration at scale implemented in the LSST execution framework.",NULL
DLP-306,"Link tracklets","Nightly tracklets must be associated between nights.  These ""tracks"" are fed to the orbit fitting engine.",NULL
DLP-307,"Photometric Repeatability: procCalRep","The maximum allowed RSS contribution to the overall photometric repeatability of bright isolated point sources caused by errors introduced in the data processing pipelines.  OSS-REQ-0275 (LSE-30)",NULL
DLP-308,"Residual PSF Ellipticity Correlations: TE2","Median residual PSF ellipticity correlations averaged over an arbitrary field of view for separations between 1 and 5 arcmin shall be no greater than TE2.    LSR-REQ-0097.",NULL
DLP-309,"Absolute Astrometry: AA1","Median error in absolute position for each axis, RA & DEC, shall be less than AA1.    LSR-REQ-0094.",NULL
DLP-310,"Relative Astrometry: AM1","Median relative astrometric measurement error on 5 arcminute scales shall be less than AM1.    LSR-REQ-0094.",NULL
DLP-311,"Relative Astrometry: AM2","Median relative astrometric measurement error on 20 arcminute scales.    LSR-REQ-0094.",NULL
DLP-312,"Relative Astrometry: AM3","Median relative astrometric measurement error on 200 arcminute scales.    LSR-REQ-0094.",NULL
DLP-313,"Relative Astrometry: AB1","RMS difference between separations measured in the r-band and those measured in any other filter.    LSR-REQ-0094.",NULL
