issuekey,title,description,storypoint
TDQ-11293,"Enhance email masking in tDataMasking","h2. new functions for email masking.   The masking of the domain with or without the TLD can use the following methods:  - mask with a character (use X by default, but the user can set another character like ""A"")  - mask with a list of values (default parameter is the empty string and the domain is then replaced by the empty string: j@gmail.com -> j@ )  -- separated by , when the parameter is a list of values separated by a comma  -- coming from a file when the parameter is a file path   In general, any inappropriate parameter is not taken into account and the default parameter is used instead.  h2. Original request:  {quote}  The current behavior of tDataMasking for the email addresses is to replace those addresses with XXXXXXX@domain.com (where ""domain.com"" corresponds to the original domain name).  It would be nice to replace the XXXX with some random names (from a list? EDIT: it's already possible) and to be able to mask the domain name (either with XXX or with a list of choices).  Other ways to mask the emails:   - keep first character and replace remaining local part with fixed length XXXX string   {quote}",2
TDQ-11312,"change dbconnection name get error dialog when editor is open by double click task, also for analysis Unknown Label issue ","1. create a dbconnection, close its editor.  2. right click on the connection, select ""Add task ..."" to add a task.  3. in the task view double click the added the task,  then the dbconnection editor open.   at the same time get error in error log--issue 1.  4. change the connection name, save it. get error dialog popup --issue2.  5. create a column analysis , add task about the analysis. closet its editor.  6. double click the task about the analysis open analysis editor, save name,     in the repository name change, but the editor label changed to ""Unknown Label""  close the editor get error in error log--issue 3  reopen it works.  ",2
TDQ-11339,"The ""String index out of range: -1"" shows when the function is Keep n last digits and replace previous ones and parameter is 1 for tDataMasking","1.Design one job such as tFixFlowInput->tDataMasking->tLogrow  2.Add varchar column and set  the function is Keep n last digits and replace previous ones and parameter is 1  3.Run job    Expected result:  It run well  Actual result:  The error shows.  {code}  Exception in component tDataMasking_1  java.lang.StringIndexOutOfBoundsException: String index out of range: -1    java.lang.String.charAt(String.java:646)    org.talend.dataquality.datamasking.Functions.KeepLastAndGenerateString.generateMaskedRow(KeepLastAndGenerateString.java:39)    org.talend.dataquality.datamasking.Functions.KeepLastAndGenerateString.generateMaskedRow(KeepLastAndGenerateString.java:21)    ss.data_0_1.data$2.modifyOutput(data.java:822)    ss.data_0_1.data$2.generateOutput(data.java:811)    ss.data_0_1.data$2.generateOutput(data.java:1)    org.talend.dataquality.datamasking.DataMasker.process(DataMasker.java:43)    ss.data_0_1.data.tFixedFlowInput_1Process(data.java:921)    ss.data_0_1.data.runJobInTOS(data.java:1344)    ss.data_0_1.data.main(data.java:1178)  [FATAL]: ss.data_0_1.data - tDataMasking_1 String index out of range: -1  {code}",2
TDQ-11350,"Install new software should not be in TOS_DQ","this function already disabled on TOS_DI,TOS_BD,TOS_MDM,TOS_ESB",2
TDQ-11355,"when first perspective is dq, logon a svn project (Custome log checked), can not get indicators and patterns in Repository","1. configure studio and tac with TP_DM license, in tac create a dq project.  2. logon on local project, turn perspective to dq  3. logon the remote project   4. during the startup, get ""Commit changes on server"" dialog, click ok  5. check the dq repository.     Expected Result  both system indicator and patterns show well in repository.    Actual Result:  can not show system indicator and pattern.    NOTE:  1.  if logon a remote project, first perspective is DI, then turn to dq it is ok  2. some times can get sub folder under ""Indicators""  ",8
TDQ-11384,"Export babili translations into git (for 6.1.2)",NULL,2
TDQ-11386,"Export babili translations into git (for 6.2.0M2)",NULL,2
TDQ-11388,"Create version 6.1.1 in Babili and populate it",NULL,2
TDQ-11390,"Create version 6.2.0M2 in Babili and populate it",NULL,2
TDQ-11425,"The ""Could not build next result"" dialog shows after running match analysis","1.Create match analysis with custom table.  2.Run analysis.    Expected results:  The analysis can be run well.  Actual results:  It can not run well.see attachment    {code}  java.lang.RuntimeException: Could not build next result    org.talend.dataquality.record.linkage.iterator.ResultSetIterator.next(ResultSetIterator.java:100)    org.talend.dataquality.record.linkage.iterator.ResultSetIterator.next(ResultSetIterator.java:33)    org.talend.dq.analysis.match.BlockAndMatchManager.run(BlockAndMatchManager.java:86)    org.talend.dq.analysis.MatchAnalysisExecutor.execute(MatchAnalysisExecutor.java:174)    org.talend.dq.analysis.AnalysisExecutorSelector.executeAnalysis(AnalysisExecutorSelector.java:149)    org.talend.dataprofiler.core.ui.action.actions.RunAnalysisAction$1.runInWorkspace(RunAnalysisAction.java:224)    org.eclipse.core.internal.resources.InternalWorkspaceJob.run(InternalWorkspaceJob.java:38)    org.eclipse.core.internal.jobs.Worker.run(Worker.java:54)  Caused by: java.sql.SQLException: Value '0000-00-00 00:00:00' can not be represented as java.sql.Timestamp    com.mysql.jdbc.SQLError.createSQLException(SQLError.java:1084)    com.mysql.jdbc.SQLError.createSQLException(SQLError.java:987)    com.mysql.jdbc.SQLError.createSQLException(SQLError.java:973)    com.mysql.jdbc.SQLError.createSQLException(SQLError.java:918)    com.mysql.jdbc.ResultSetRow.getTimestampFast(ResultSetRow.java:1102)    com.mysql.jdbc.ByteArrayRow.getTimestampFast(ByteArrayRow.java:127)    com.mysql.jdbc.ResultSetImpl.getTimestampInternal(ResultSetImpl.java:6587)    com.mysql.jdbc.ResultSetImpl.getTimestamp(ResultSetImpl.java:6187)    com.mysql.jdbc.ResultSetImpl.getObject(ResultSetImpl.java:5053)    org.talend.dataquality.record.linkage.iterator.ResultSetIterator.next(ResultSetIterator.java:94)  	... 7 more    {code}",1
TDQ-11437,"Contribute Data Masking API to DataPrep","Dataprep will require data masking features.     We need to enrich the sampling library with an easier to use API.     Requirements must be defined with the DP team.    # Add a method in https://github.com/Talend/data-quality/blob/master/dataquality-sampling/src/main/java/org/talend/dataquality/datamasking/DataMasker.java    {code:java}  public TOut process(TIn v)   {code}  This will allow the caller to directly get the output without passing via a list.   # Create a ValueDataMasker that extends DataMasker and will work on single values (single columns such as firstname, account number,...)   # (not in 6.2 release) -Create a RecordDataMasker that will have information about the record level and will be able to mask two identical records in the same way-  # (not in 6.2 release) -Create a ShufflingDataMasker that will shuffle records-    ",8
TDQ-11440,"Create an API to validate, format, enrich phone information","Contribute phone number validation (credible), reformatting (country standard), enrichment (land line, cell…)    The API will wrap the google library (use maven to get the lastest version - https://github.com/googlei18n/libphonenumber )   It will be created in the data-quality git repository in the standardization project: https://github.com/Talend/data-quality/tree/master/dataquality-standardization   Create a package org.talend.dataquality.standardization.phone  Use maven dependencies to reference the google library.     h1. Features of the API:     h2. Method required in the API  h3. Validation  - isPossiblePhoneNumber to check whether some data are possible phone numbers (will delegate call to Google API)  - isValidPhoneNumber to validate the phone number.     h3. Transformation  h4. Formatting  - let the caller of the API format phone number (with a default E164 format, with a specified format, can use also the PhoneNumberUtil.formatOutOfCountryCallingNumber() method )  - let the caller choose the format and format the phone number accordingly    h4. Extract information from phone number  Create method to extract the following information from a phone number  - phone number type  - is valid region   - country  - region  - geocode phone number (see PhoneNumberOfflineGeocoder)  - getCarrier  - getTimeZone    See the attached example from http://libphonenumber.appspot.com/phonenumberparser?number=0147012500&country=FR     h1. Unit tests for every single method of the API.  Test phone numbers.   Test data that are not phone numbers and assert on the expected errors.     The following phone numbers should be correct:  {noformat}  +33656965822  000147554323  +33(0)147554323  00(0)147554323  0662965822  754-3010  (541) 754-3010  +1-541-754-3010  1-541-754-3010  001-541-754-3010  191 541 754 3010  636-48018  (089) / 636-48018  +49-89-636-48018  19-49-89-636-48018  (724) 203-2300  {noformat}                ----      ",8
TDQ-11469,"The tDataMasking job can not run if enable ""Output the orginale row?"" check box in Advanced settings under Big Data Batch part","1.Design one job such as tFixFlowInput->tDataMasking->tlogrow under Big Data Batch  2.enable ""Output the orginale row?"" check box under Advanced settings  3.Run job    Expected result:  Job run well  Actual result:  The error popped.see attachment        Another issue:  The job can not run if the input data type is int and uncheck  nullable check box under standard job. see attachment stardard.jpg",1
TDQ-11470,"update the DQ demo project version","org.talend.dqdemo\resources\demoprojects\DQ_EE_DEMOS.zip    now the vession still is 6.0.1    both 6.1 and master",1
TDQ-11489,"Port tStandardizeRow to Spark framework","Batch + Streaming.  ",20
TDQ-11492,"Port tTransliterate component to Spark",NULL,8
TDQ-11493,"Create a Data masking routines","Create a data masking routine using the data masking library.   Take the following code and refactor it so that   - the java code style respects our standard (no underscore, no uppercase for variables,...)  - there is no hard coded string (secret strings must be parameters of the functions).   - remove the ""DM_"" It's not needed to understand the method name.  - it has a clear documentation    {code:java}  package routines;      import java.security.MessageDigest;  import java.security.NoSuchAlgorithmException;  import java.util.Calendar;  import java.util.Random;  import java.security.*;  import java.security.spec.KeySpec;  import javax.crypto.Cipher;  import javax.crypto.spec.SecretKeySpec;  import javax.crypto.SecretKey;  import javax.crypto.SecretKeyFactory;  import javax.crypto.spec.DESKeySpec;  import sun.misc.*;  import java.util.*;      /*   * user specification: the function's comment should contain keys as follows: 1. write about the function's comment.but   * it must be before the ""{talendTypes}"" key.   *    * 2. {talendTypes} 's value must be talend Type, it is required . its value should be one of: String, char | Character,   * long | Long, int | Integer, boolean | Boolean, byte | Byte, Date, double | Double, float | Float, Object, short |   * Short   *    * 3. {Category} define a category for the Function. it is required. its value is user-defined .   *    * 4. {param} 's format is: {param} <type>[(<default value or closed list values>)] <name>[ : <comment>]   *    * <type> 's value should be one of: string, int, list, double, object, boolean, long, char, date. <name>'s value is the   * Function's parameter name. the {param} is optional. so if you the Function without the parameters. the {param} don't   * added. you can have many parameters for the Function.   *    * 5. {example} gives a example for the Function. it is optional.   *    * Author: rzenker@talend.com   * Date:      */  public class DataMasking {        /**       * MD2: Calculate MD2 hash value from String.       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} string(""foo"") input: The string need to be masked.       *        * {example} CreateMD5(""foo"")       * @throws NoSuchAlgorithmException        */      public static String DM_CreateMD2(String message) throws NoSuchAlgorithmException {      	if (message == null) {      		return ""Input String for MD2 caluclation is missing"";      	} else {          	/*MD2 Calculation */              MessageDigest thisMD2 = MessageDigest.getInstance(""MD2"");              thisMD2.reset();              thisMD2.update(message.getBytes());              byte[] result = thisMD2.digest();                            /* Return */              StringBuffer hexString = new StringBuffer();              for (int i=0; i<result.length; i++) {              	if(result[i] <= 15 && result[i] >= 0){              		hexString.append(""0"");              	}                  hexString.append(Integer.toHexString(0xFF & result[i]));              }              return hexString.toString();      	}      }            /**       * MD5: Calculate MD5 hash value from String.       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} string(""foo"") input: The string need to be masked.       *        * {example} CreateMD5(""foo"")       * @throws NoSuchAlgorithmException        */            public static String DM_CreateMD5(String message) throws NoSuchAlgorithmException {      	if (message == null) {      		return ""Input String for MD5 calculation is missing"";      	} else {          	/*Calculation */              MessageDigest thisMD5 = MessageDigest.getInstance(""MD5"");              thisMD5.reset();              thisMD5.update(message.getBytes());              byte[] result = thisMD5.digest();                            /* Return */              StringBuffer hexString = new StringBuffer();              for (int i=0; i<result.length; i++) {              	if(result[i] <= 15 && result[i] >= 0){              		hexString.append(""0"");              	}                  hexString.append(Integer.toHexString(0xFF & result[i]));              }              return hexString.toString();      	}      }            /**      * CreditCard Masking: Masks a 16 digit credit card number with a defined character from 5th to 12th place.      *       *       * {talendTypes} String      *       * {Category} User Defined      *       * {param} string(""ccnum"") input: The string needs to be masked.      * {param} string(""maskingChar"") input: The masking Character.      *       * {example} CCcardMasking(""ccnum"",""maskinChar"")      * @throws NoSuchAlgorithmException       */            public static String DM_CCcardMasking(String ccnum, String maskingChar) throws NoSuchAlgorithmException {          int total = ccnum.length();          int startlen=4,endlen = 4;          int masklen = total-(startlen + endlen) ;      	if (ccnum.length() != 16) {      		return ""No Credit Card Number - length not 16 char"";      	}      	else {            StringBuffer maskedbuf = new StringBuffer(ccnum.substring(0,startlen));          for(int i=0;i<masklen;i++) {              maskedbuf.append(maskingChar);          }          maskedbuf.append(ccnum.substring(startlen+masklen, total));          String masked = maskedbuf.toString();                    return masked;          }      }                        /**       * Random String: Create a random String of defined length.       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} string(""ccnum"") input: The length of the string.       *        * {example} RandomString(5)       * @throws NoSuchAlgorithmException        */             public static String DM_RandomString(int ValueLength) throws NoSuchAlgorithmException {          String allowedChars = ""abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890"";           Random random = new Random();          String rdString = """";                	if (ValueLength == 0) {      		return ""Length must be greater than 0"";      	}      	else {          	StringBuffer buffer = new StringBuffer();          	int maxChar = allowedChars.length();          	int i = 0;              for(i=0;i<=ValueLength-1;i++) {              	int value = random.nextInt(maxChar);              	buffer.append(allowedChars.charAt(value));              	rdString = buffer.toString();              }          return rdString;          }      }                  /**       * Encrypt String: Encrypts a string using AES 128 .       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} EncryptAES(""foo"") input: The string to be encrypted.       *        * {example} EncryptAES(""foo"")       * @throws Exception        */             public static String DM_EncryptAES(String encryptString) throws Exception {            String ALGO = ""AES"";          /* define your own security key */          byte[] keyValue = new byte[] { 'T', 'a', 'l', 'e', 'n', 'd', 's','S', 'e', 'c', 'r','e', 't', 'K', 'e', 'y' };                	if (encryptString.length()==0) {      		return ""String is empty"";      	}      	else {      		Key key = new SecretKeySpec(keyValue, ALGO);;      		Cipher c = Cipher.getInstance(ALGO);      		c.init(Cipher.ENCRYPT_MODE, key);              byte[] encVal = c.doFinal(encryptString.getBytes());              String encryptedValue = new BASE64Encoder().encode(encVal);              return encryptedValue;            }      }            /**       * Encrypt String: Decrypts a string using AES 128.       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} DecryptAES(""foo"") input: The string to be encrypted.       *        * {example} DecryptAES(""foo"")       * @throws Exception        */             public static String DM_DecryptAES(String encryptedString) throws Exception {            String ALGO = ""AES"";          byte[] keyValue = new byte[] { 'T', 'a', 'l', 'e', 'n', 'd', 's','S', 'e', 'c', 'r','e', 't', 'K', 'e', 'y' };                	if (encryptedString.length()==0) {      		return ""String is empty"";      	}      	else {      		Key key = new SecretKeySpec(keyValue, ALGO);;      		Cipher c = Cipher.getInstance(ALGO);      		c.init(Cipher.DECRYPT_MODE, key);              byte[] decordedValue = new BASE64Decoder().decodeBuffer(encryptedString);              byte[] decValue = c.doFinal(decordedValue);              String decryptedValue = new String(decValue);              return decryptedValue;            }      }            /**       * Encrypt String: Encrypts a string using DES .       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} EncryptDES(""foo"") input: The string to be encrypted.       *        * {example} EncryptDES(""foo"")       * @throws Exception        */             public static String DM_EncryptDES(String unencryptedString) throws Exception {        	String UNICODE_FORMAT = ""UTF8"";      	String DES_ENCRYPTION_SCHEME = ""DES"";     	          Cipher encipher;                	if (unencryptedString.length()==0) {      		return ""String is empty"";      	}      	else {      		String encryptedString = null;      		              String myEncryptionKey = ""ThisIsSecretEncryptionKey"";              String myEncryptionScheme = DES_ENCRYPTION_SCHEME;              byte [] keyAsBytes = myEncryptionKey.getBytes(UNICODE_FORMAT);              KeySpec myKeySpec = new DESKeySpec(keyAsBytes);              SecretKeyFactory mySecretKeyFactory = SecretKeyFactory.getInstance(myEncryptionScheme);              encipher = Cipher.getInstance(myEncryptionScheme);              SecretKey key = mySecretKeyFactory.generateSecret(myKeySpec);      		              encipher.init(Cipher.ENCRYPT_MODE, key);              byte[] plainText = unencryptedString.getBytes(UNICODE_FORMAT);              byte[] encryptedText = encipher.doFinal(plainText);              BASE64Encoder base64encoder = new BASE64Encoder();              encryptedString = base64encoder.encode(encryptedText);                            return encryptedString;            }      }            /**       * Decrypt String: Decrypts a string using DES .       *        *        * {talendTypes} String       *        * {Category} User Defined       *        * {param} DecryptDES(""foo"") input: The string to be encrypted.       *        * {example} DecryptDES(""foo"")       * @throws Exception        */             public static String DM_DecryptDES(String encryptedString) throws Exception {        	String UNICODE_FORMAT = ""UTF8"";      	String DES_ENCRYPTION_SCHEME = ""DES"";      	          Cipher decipher;                	if (encryptedString.length()==0) {      		return ""String is empty"";      	}      	else {      		String decryptedText=null;      		              String myDecryptionKey = ""ThisIsSecretEncryptionKey"";              String myDecryptionScheme = DES_ENCRYPTION_SCHEME;                            byte [] keyAsBytes = myDecryptionKey.getBytes(UNICODE_FORMAT);                            KeySpec myKeySpec = new DESKeySpec(keyAsBytes);              decipher = Cipher.getInstance(myDecryptionScheme);              SecretKeyFactory mySecretKeyFactory = SecretKeyFactory.getInstance(myDecryptionScheme);      		SecretKey key = mySecretKeyFactory.generateSecret(myKeySpec);      		      		decipher.init(Cipher.DECRYPT_MODE, key);      		BASE64Decoder base64decoder = new BASE64Decoder();              byte[] encryptedText = base64decoder.decodeBuffer(encryptedString);              byte[] plainText = decipher.doFinal(encryptedText);                            StringBuffer stringBuffer = new StringBuffer();              for (int i = 0; i < plainText.length; i++) {                  stringBuffer.append((char) plainText[i]);              }              decryptedText = stringBuffer.toString();              return decryptedText;            }        }            /**       * Blurring INT: Replace an Integer value with an integer value from a certain range .       *        *        * {talendTypes} integer       *        * {Category} User Defined       *        * {param} Blurr_INT(input,rangefrom,rangeto) input: integer value.       *        * {example} Blurr_INT(1,5,10)       * @throws Exception        */             public static int DM_Blurr_INT_withRange(int inputvalue, int rangefrom, int rangeto) throws Exception {            Random rand = new Random();                    int randomInt = rand.nextInt(rangeto-rangefrom+1)+rangefrom;          if (randomInt == rangefrom) {          	return rangefrom +1;          }          else {          return randomInt;           }        }            /**       * Blurring ADD: Adds a random value from a certain range to an Integer value .       *        *        * {talendTypes} integer       *        * {Category} User Defined       *        * {param} Blurr_ADD(input,rangefrom,rangeto) input: integer value.       *        * {example} Blurr_ADD(1,5,10)       * @throws Exception        */             public static int DM_Blurr_INT_withAddInt(int inputvalue, int rangefrom, int rangeto) throws Exception {            Random rand = new Random();                    int randomInt = rand.nextInt(rangeto-rangefrom+1)+rangefrom;          if (randomInt == rangefrom) {          	return inputvalue+rangefrom +1;          }          else {          return inputvalue+randomInt;           }        }            /**       * KeyMasking: Replaces a number with a random number based on a seed value.       *        *        * {talendTypes} integer       *        * {Category} User Defined       *        * {param} Blurr_ADD(input,seedvalue, rangefrom,rangeto) input: integer value.       *        * {example} Mey_Mask(1,10, 5,10)       * @throws Exception        */             public static int Key_Mask(int inputvalue, int seedvalue, int rangefrom, int rangeto) throws Exception {            Random rand = new Random();                    int randomInt = rand.nextInt(rangeto-rangefrom+1)+rangefrom;          if (randomInt == rangefrom) {          	return seedvalue+rangefrom +1;          }          else {          return seedvalue+randomInt;           }        }                  /**       * IP-Adress Masking: creates a random ip-address.       *        *        * {talendTypes} string       *        * {Category} User Defined       *        * {param} Ip_Address_Mask().       *        * {example} Ip_Address_Mask()       * @throws Exception        */             public static String IP_Address_Mask() throws Exception {            String ip1;          String ip2;          String ip3;          String ip4;                    Random rand1 = new Random();          Random rand2 = new Random();          Random rand3 = new Random();          Random rand4 = new Random();                    int randomInt1 = rand1.nextInt(255);          int randomInt2 = rand2.nextInt(255);          int randomInt3 = rand3.nextInt(255);          int randomInt4 = rand4.nextInt(255);                    ip1 = String.valueOf(randomInt1);          ip2 = String.valueOf(randomInt2);          ip3 = String.valueOf(randomInt3);          ip4 = String.valueOf(randomInt4);                    String ip=ip1.concat(""."").concat(ip2).concat(""."").concat(ip3).concat(""."").concat(ip4);                    return ip;                }            /**       * IP-Adress Masking with Domain: creates a random ip-address while keeping the domain part of the ip-address.       *        *        * {talendTypes} string       *        * {Category} User Defined       *        * {param} Ip_Address_Mask_KeepDomain().       *        * {example} Ip_Address_Mask_KeepDomain()       * @throws Exception        */             public static String IP_Address_Mask_KeepDomain(String inputval) throws Exception {            String ip1;          String ip2;                    Random rand1 = new Random();          Random rand2 = new Random();                    int firstDot = inputval.indexOf(""."");          int secondDot = inputval.indexOf(""."", firstDot+2);                    System.out.println(firstDot);          System.out.println(secondDot);                    String substr=inputval.substring(0,secondDot);                    int randomInt1 = rand1.nextInt(255);          int randomInt2 = rand2.nextInt(255);                    ip1 = String.valueOf(randomInt1);          ip2 = String.valueOf(randomInt2);                      String ip=substr.concat(""."").concat(ip1).concat(""."").concat(ip2);                    return ip;                }                        /**       * Random Date (fromYear,toYear: Returns a random date as String .       *        *        * {talendTypes}        *        * {Category} User Defined       *        * {param} Random_Date(fromYear, toYear)        *        * {example} Random_Date(1900,2012)       * @throws Exception        */             public static String DM_Random_Date(int yearFrom, int yearTo) {                   Random rand1 = new Random();          Random rand2 = new Random();          String yr ;                    Calendar cal = Calendar.getInstance();                    int dayOfYear = rand1.nextInt(cal.getActualMaximum(Calendar.DAY_OF_YEAR) - 1);                              int year = rand2.nextInt(yearTo - yearFrom);                    if (year <= 100){          	Integer myYear = new Integer(year);             	yr = ""19""+myYear.toString();          }else {          	Integer myYear = new Integer(year);          	yr = ""20""+myYear.toString().substring(1,3);          }                              year = Integer.parseInt(yr);                    cal.set(Calendar.YEAR, year);          cal.set(Calendar.DAY_OF_YEAR, dayOfYear);                    Date randomDate = cal.getTime();            return randomDate.toString();      }            /**       * Default Masking (Set_DefaultValue: Returns a default value as String) .       *        *        * {talendTypes}        *        * {Category} User Defined       *        * {param} Set_DefaultValue(""foo"")        *        * {example} Set_DefaultValue(""default"")       * @throws Exception        */             public static String DM_SetDefaultValue(String OutString) throws NoSuchAlgorithmException{          String InitString = """";                    OutString = InitString+OutString;                     int StringLength = OutString.length();                	if (StringLength == 0) {      		return ""No default value"";      	}      	else {      		  return OutString;              }                  }        }  {code}      The routine will not use the data masking library. ",5
TDQ-11495,"Redesign analysis editors","To be completed...     - open analysis => refresh data automatically: TDQ-11513  - collapse analysis metadata: TDQ-11515  - refresh data -> move right (after sampling): TDQ-11514  - ""select data"" -> ""select columns"": TDQ-11518  - icon run with text :   |> Run: TDQ-11520  - add select indicator button in analyzed columns section: TDQ-11519  - remove hyperlinks: TDQ-11521  - white background on charts:  TDQ-11522  - operation cross : transparent background  - have two states for option icon: default and with checkmark (instead of sub item ""has quality thresholds""): TDQ-11524  - hide Graphics section in setting (keep parameter to display it again if needed): TDQ-11526  - automatically switch to results when click run: TDQ-11527  - jfreechart : dynamic transitioning bars? TDQ-11528  - contextual action : when hovering over table or charts, change background color of cells or rows to highlight actions. + add tooltip: ""Right-click for actions"": TDQ-11529  - change ""Pattern Low Frequency Statistics"" to ""Pattern Low Frequency Table"" in analysis results: TDQ-7434  - Add ""expand all"" and ""fold all"" icon buttons in the ""Analysis Results"" section: TDQ-11525      does the change for all types analysis?  -->yes  do we need to do the same change for report?for example: the chart backgroud color  -->no. No change in generated report now",13
TDQ-11496,"Integrate the t-swoosh algorithm in the tMatchgroup components (step 2)",NULL,20
TDQ-11501,"create related TUJ for swoosh",NULL,3
TDQ-11517,"Adapt to new jar file loading mechanism","See TBD-3057",3
