boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
46,52,49 - Dijkstra SR1,-4,8,6,24,2,8,2,8,4,16,1,4,1,4,1,2
46,53,50 - Evans M1,-4,17,5,20,2,8,0,0,1,4,0,0,6,24,1,3
46,55,51 - Dijkstra SR2,-4,10,5,20,3,12,0,0,2,8,0,0,6,24,1,2
46,56,52 - Evans RC1,4,11,3,12,2,8,0,0,1,4,4,16,0,0,1,1
46,61,52 - Evans GA,24,16,1,4,1,4,0,0,2,8,0,0,0,0,1,1
46,63,53 - Evans SR1,20,25,0,0,1,4,0,0,0,0,0,0,1,4,1,1
46,69,54 - Fowler M1,44,11,6,24,2,8,0,0,8,32,0,0,0,0,1,2
46,71,55 - Evans SR2,48,14,1,4,0,0,0,0,1,4,0,0,0,0,1,2
46,76,56 - Fowler RC1,12,15,2,8,2,8,0,0,2,8,1,4,1,4,1,2
46,81,56 - Fowler GA,0,14,3,12,0,0,0,0,1,4,1,4,1,4,1,2
46,84,57 - Fowler Aftermath,24,17,5,20,2,8,0,0,2,8,3,12,2,8,1,2
46,89,58 - Gosling M1,-16,14,6,24,1,4,0,0,5,20,1,4,1,4,1,2
46,91,59 - Evans / Fowler SR,-4,14,7,28,2,8,0,0,7,28,0,0,2,8,1,2
46,93,Gosling RC1,-16,14,7,28,3,12,0,0,7,28,1,4,2,8,1,2
