issuekey,title,description,storypoint
GHS-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".","*Steps to reproduce:*  1. Click on Agile Tab  2. Navigate to Chart Board > Task Board > Choose Assignee  3. This will display all cards for which the user is the Assignee  4. Log Work    *Expected Result:*  The work is succesfully logged  The card should make the Assignee unchanged (that is maintaining same Assignee)    *Actual Result:*  work logged successfully  The card is set to All Assignee      ",2
JSW-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".","*Steps to reproduce:*  1. Click on Agile Tab  2. Navigate to Chart Board > Task Board > Choose Assignee  3. This will display all cards for which the user is the Assignee  4. Log Work    *Expected Result:*  The work is succesfully logged  The card should make the Assignee unchanged (that is maintaining same Assignee)    *Actual Result:*  work logged successfully  The card is set to All Assignee      ",2
GHS-2882,"Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour)","From https://studio.atlassian.com/browse/JST-3848    {quote}  This bug appeared on 14.2.2010, after the update on 13.2.2010.    Go to Task Board, select version X and developer D.  Change the version of a task to version Y.  The filter changes to version Y and no developer is selected (filter to All Assignees).    Was working fine until at least 11.2.2010, where the behaviour was that the flter stayed in place an a little message said something that ""you can't view the message you were working on because it is not in the filter"".    The current behavior is really annoying because you have to get back to the version you were working on.  Using the planning board is not an option because you cannot filter on the developer.  {quote}",5
JSW-2882,"Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour)","From https://studio.atlassian.com/browse/JST-3848    {quote}  This bug appeared on 14.2.2010, after the update on 13.2.2010.    Go to Task Board, select version X and developer D.  Change the version of a task to version Y.  The filter changes to version Y and no developer is selected (filter to All Assignees).    Was working fine until at least 11.2.2010, where the behaviour was that the flter stayed in place an a little message said something that ""you can't view the message you were working on because it is not in the filter"".    The current behavior is really annoying because you have to get back to the version you were working on.  Using the planning board is not an option because you cannot filter on the developer.  {quote}",5
GHS-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",NULL,8
JSW-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",NULL,8
GHS-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",NULL,2
JSW-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",NULL,2
GHS-2919,"As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance",NULL,5
JSW-2919,"As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance",NULL,5
GHS-2923,"WorklogHistoryCacheImpl doesn't remove cache registration on disposal","From [JST-4291|https://studio.atlassian.com/browse/JST-4291?focusedCommentId=39798&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-39798]  It's not possible to disable and re-enable the GH plugin in UPM atm. The problem is that the _com.atlassian.greenhopper.service.timetracking.WorklogHistoryCacheImpl_ doesn't clean up its registered cache on disposal. It should implement _org.springframework.beans.factory.DisposableBean_ and call _cacheManager.removeCache(CACHE_NAME)_ (watch out for ISE) or check for _net.sf.ehcache.CacheManager.cacheExists(String)_ on _afterPropertiesSet_.",2
JSW-2923,"WorklogHistoryCacheImpl doesn't remove cache registration on disposal","From [JST-4291|https://studio.atlassian.com/browse/JST-4291?focusedCommentId=39798&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-39798]  It's not possible to disable and re-enable the GH plugin in UPM atm. The problem is that the _com.atlassian.greenhopper.service.timetracking.WorklogHistoryCacheImpl_ doesn't clean up its registered cache on disposal. It should implement _org.springframework.beans.factory.DisposableBean_ and call _cacheManager.removeCache(CACHE_NAME)_ (watch out for ISE) or check for _net.sf.ehcache.CacheManager.cacheExists(String)_ on _afterPropertiesSet_.",2
GHS-2987,"As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog","Acceptance Criteria:  - Clicking on the Remaining Estimate field will allow inline edit  - Similar behaviour to the new inline text edit behaviour",8
JSW-2987,"As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog","Acceptance Criteria:  - Clicking on the Remaining Estimate field will allow inline edit  - Similar behaviour to the new inline text edit behaviour",8
GHS-2989,"Ability to print on standard index cards","We are in the process of migrating from another system to Jira. We currently using a bubblejet printer to print stories directly onto 3x5 index cards.  With the current Greenhopper printing functionality, we can't print one card per page and therefore can't print directly onto cards.  We would like the ability print one card per page with the card layout sized to fit well on a 3x5 index card",2
JSW-2989,"Ability to print on standard index cards","We are in the process of migrating from another system to Jira. We currently using a bubblejet printer to print stories directly onto 3x5 index cards.  With the current Greenhopper printing functionality, we can't print one card per page and therefore can't print directly onto cards.  We would like the ability print one card per page with the card layout sized to fit well on a 3x5 index card",2
GHS-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version","For instance, at present it selects the parent version which has no release date set (cause we don't yet know when we release). Instead, it should select the child version that has a release date.",3
JSW-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version","For instance, at present it selects the parent version which has no release date set (cause we don't yet know when we release). Instead, it should select the child version that has a release date.",3
GHS-2998,"As a user I would like the Rapid Board to be available via Labs","COS: - Labs option under General Configuration to enable/disable the Rapid Board - Rapid Board displayed in Agile drop down when enabled - Feedback button (using Andreas' JIRA plugin) in the header - Manage option when on Rapid Board for current RV",5
JSW-2998,"As a user I would like the Rapid Board to be available via Labs","COS: - Labs option under General Configuration to enable/disable the Rapid Board - Rapid Board displayed in Agile drop down when enabled - Feedback button (using Andreas' JIRA plugin) in the header - Manage option when on Rapid Board for current RV",5
GHS-3003,"As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board","COS: - link to Show next 5 comments (if more than n left) - link to Show all remaining comments (if any left)  - details of total number of comments - v1 to have no tools (∞ + edit), no index, no twixy - expanded by default)",5
JSW-3003,"As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board","COS: - link to Show next 5 comments (if more than n left) - link to Show all remaining comments (if any left)  - details of total number of comments - v1 to have no tools (∞ + edit), no index, no twixy - expanded by default)",5
GHS-3006,"As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab","COS - If I am a Rapid Board user and have a remembered Rapid View (from my last visit) then I would like to be taken to that when I click on Agile, instead of being taken to the Planning Board",5
JSW-3006,"As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab","COS - If I am a Rapid Board user and have a remembered Rapid View (from my last visit) then I would like to be taken to that when I click on Agile, instead of being taken to the Planning Board",5
GHS-3011,"As a user i would like the ability to manage my rapid views similar to jira managed filters","List all rapid views, link to edit, delete. View option for non-owners.",5
JSW-3011,"As a user i would like the ability to manage my rapid views similar to jira managed filters","List all rapid views, link to edit, delete. View option for non-owners.",5
GHS-3017,"Configuration of custom and scrum templates lost after upgrade","If custom templates were created or the scrum template was modified in a version prior to 5.4.2, an upgrade to one of the affected ones will cause the configuration associated with these templates to be lost. This bug is caused as a side effect of fixing http://jira.atlassian.com/browse/GHS-2826.    See http://confluence.atlassian.com/x/fBIaDg for additional information.",5
JSW-3017,"Configuration of custom and scrum templates lost after upgrade","If custom templates were created or the scrum template was modified in a version prior to 5.4.2, an upgrade to one of the affected ones will cause the configuration associated with these templates to be lost. This bug is caused as a side effect of fixing http://jira.atlassian.com/browse/GHS-2826.    See http://confluence.atlassian.com/x/fBIaDg for additional information.",5
GHS-3020,"Editing the labels triggers a page reload - on PlanningBoard",NULL,2
JSW-3020,"Editing the labels triggers a page reload - on PlanningBoard",NULL,2
GHS-3029,"As a user I would like the ability to create and release a fix version containing all of the issues in my done column","COS: - Based on correct permissions (Project Administrator) - Release button on RHS column (normally ""Done"") - Release dialog w/  - new versions   - name the fix version   - set the description   - set the release date (auto populate with today's date, plus date picker) - Notifications that explain what occured",8
JSW-3029,"As a user I would like the ability to create and release a fix version containing all of the issues in my done column","COS: - Based on correct permissions (Project Administrator) - Release button on RHS column (normally ""Done"") - Release dialog w/  - new versions   - name the fix version   - set the description   - set the release date (auto populate with today's date, plus date picker) - Notifications that explain what occured",8
GHS-3030,"As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count","COS - Configure this on the Manage Rapid View using inline edit - Default to total issue count (include sub tasks, exclude swimlane duplicates) - Yellow for min constraint busted in header - Red for max constraint busted in header - Show min, current, max at top of column",5
JSW-3030,"As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count","COS - Configure this on the Manage Rapid View using inline edit - Default to total issue count (include sub tasks, exclude swimlane duplicates) - Yellow for min constraint busted in header - Red for max constraint busted in header - Show min, current, max at top of column",5
GHS-3050,"As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter","COS: - regardless of who owns the Saved Filter, if I have created a Rapid View based on it I can edit the Rapid View - Other users can not edit my Rapid View - Manage Rapid View has message saying you cant configure and link to owner",5
JSW-3050,"As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter","COS: - regardless of who owns the Saved Filter, if I have created a Rapid View based on it I can edit the Rapid View - Other users can not edit my Rapid View - Manage Rapid View has message saying you cant configure and link to owner",5
GHS-3065,"As a user I would like a control chart showing the time an issue was in progress","COS - in progress is defined as those columns which are yellow",8
JSW-3065,"As a user I would like a control chart showing the time an issue was in progress","COS - in progress is defined as those columns which are yellow",8
GHS-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View","COS - Change the name of the swimlane, default to 'Expedite' - one swimlane with JQL ""AND"" - configure by JQL in a free text field - configure on the Manage Rapid View page - no validation, no autocomplete - if there is no JQL the swimlane is not displayed",5
JSW-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View","COS - Change the name of the swimlane, default to 'Expedite' - one swimlane with JQL ""AND"" - configure by JQL in a free text field - configure on the Manage Rapid View page - no validation, no autocomplete - if there is no JQL the swimlane is not displayed",5
GHS-3070,"Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect",,1
JSW-3070,"Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect",,1
GHS-3093,"As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board","COS: - In Flot - On the Reporting tab of the Rapid Board - Based upon the current Rapid View - Similar colour scheme to the gadget (for consistency) - Not configurable based on columns - Go to Control Chart when loading Reporting, have a drop down for chart types where 'Cumulative Flow Diagram' can be found",8
JSW-3093,"As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board","COS: - In Flot - On the Reporting tab of the Rapid Board - Based upon the current Rapid View - Similar colour scheme to the gadget (for consistency) - Not configurable based on columns - Go to Control Chart when loading Reporting, have a drop down for chart types where 'Cumulative Flow Diagram' can be found",8
GHS-3097,"As a user I would like to be able to return an unlimited number of results","COS: - the query should be limited to the number of issues in Global Configuration, Query Results Limit - if there is no limit set it will return all issues",3
JSW-3097,"As a user I would like to be able to return an unlimited number of results","COS: - the query should be limited to the number of issues in Global Configuration, Query Results Limit - if there is no limit set it will return all issues",3
GHS-3099,"As a user I would like to see the mean and the standard deviation on my control chart","COS: - perhaps a similar style to http://people.iola.dk/olau/flot/examples/percentiles.html - show this as a line on the control chart for the mean, with a highlight to show std dev - no interaction expected - use all chart data - one standard deviation for the highlight",3
JSW-3099,"As a user I would like to see the mean and the standard deviation on my control chart","COS: - perhaps a similar style to http://people.iola.dk/olau/flot/examples/percentiles.html - show this as a line on the control chart for the mean, with a highlight to show std dev - no interaction expected - use all chart data - one standard deviation for the highlight",3
GHS-3104,"As a user I would like my everything else swimlane to exclude the issues from the configured swimlane","COS: - remove the card stubs in everything else - everything else swimlane appends swimlane JQL as ""AND NOT"" - remove unnecessary code (CSS and JS) - change 'default swimlane' to 'Everything Else'",3
JSW-3104,"As a user I would like my everything else swimlane to exclude the issues from the configured swimlane","COS: - remove the card stubs in everything else - everything else swimlane appends swimlane JQL as ""AND NOT"" - remove unnecessary code (CSS and JS) - change 'default swimlane' to 'Everything Else'",3
GHS-3106,"As a user I would like the 'New Column' text in a new column to be selected enabling quick update",,1
JSW-3106,"As a user I would like the 'New Column' text in a new column to be selected enabling quick update",,1
GHS-3107,"As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column","Unmapped column only",2
JSW-3107,"As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column","Unmapped column only",2
GHS-3108,"As a user I would like a link from my Manage Rapid View screen back to the Rapid Board",,1
JSW-3108,"As a user I would like a link from my Manage Rapid View screen back to the Rapid Board",,1
GHS-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off","See [JST-4804|https://studio.atlassian.com/browse/JST-4804] for more information. Please resolve that when resolving this.",3
JSW-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off","See [JST-4804|https://studio.atlassian.com/browse/JST-4804] for more information. Please resolve that when resolving this.",3
GHS-3132,"URL doesn't select issue on the Planning Board as it should","For [instance|https://jira.atlassian.com/secure/ProjectBoard.jspa?pageType=PlanningBoard&selectedProjectId=12200&viewIssueKey=GHS-1098&subType=ProjectBoard#] on GreenHopper 5.6.3 that does not select the correct page and the issue on the correct page.",3
JSW-3132,"URL doesn't select issue on the Planning Board as it should","For [instance|https://jira.atlassian.com/secure/ProjectBoard.jspa?pageType=PlanningBoard&selectedProjectId=12200&viewIssueKey=GHS-1098&subType=ProjectBoard#] on GreenHopper 5.6.3 that does not select the correct page and the issue on the correct page.",3
GHS-3146,"As a user I would like to be able to add another swimlane to my Rapid View","COS:  - Add additional swimlanes  - Ability to delete swimlanes  - Not Sortable (will be another story)  - JIRA Restful Table UI/UX e.g. Manage Versions",5
JSW-3146,"As a user I would like to be able to add another swimlane to my Rapid View","COS:  - Add additional swimlanes  - Ability to delete swimlanes  - Not Sortable (will be another story)  - JIRA Restful Table UI/UX e.g. Manage Versions",5
GHS-3161,"When clicking on issue on control chart show issue in detail view",,1
JSW-3161,"When clicking on issue on control chart show issue in detail view",,1
JSW-3772,"As a rapid board owner I would like to be able to have a column constraint for ""Issues, excluding Sub-Tasks""","(!) Testing Notes (!)  Q: What happens in the case with an issue that has a subtask not captured by the filter? A: (/) Nothing - the count is for parent issues and not sub-tasks, so the count will not be affected.  Q: Test to see this works with Stories Swimlane config, as well as Queries. A: (/) Still works, though it is less clear what the issue count refers to given that you do not see the parent issue in the column it is in.  Q: What about negative numbers? A: (/) They continue to not be allowed - same input controls for constraints as before.  Q: Is this customizable for individual constraints, or globally for all constraints? A: (/) For the whole board, not individual columns  Q: What if the last parent is removed from that column but it's subtasks remain? A: (/) The count drops to zero.  Q: What happens if there is no subtask issuetype? A: (/) Nothing - the count should not be affected by issues which do not exist  Q: What happens when there are quick filters active that filter out parent issues? What happens when there are quick filters active that filter out sub-task issues? A: (/) The count should still display the appropriate number of issues - so if column constraint excludes sub tasks then filtering out parents should set all visible counts to 0.",2
JSW-3993,"As a user, if I accidentally browse the Rapid Start before logout, I want to be about to go straight to RapidBoard when I login","Currently GreenHopper will remember that you were at the RapidStart when you logout, and when you log back in, clicking the Agile tab brings you back there. We want to change the behavior so that the user returns to the RapidBoard instead. This will reduce annoyance for the customer.",2
GHS-4171,"make sub projects","We really need this feature, where a single projects can have its own projects",2
JSW-4171,"make sub projects","We really need this feature, where a single projects can have its own projects",2
JSW-4478,"As a user, I would like to get visual feedback on the progress of Plan Mode's loading","When you have a lot of issues, it can be slow to load and it looks like nothing is happening.",2
JSW-4503,"As a user, I would like to be able to quickly filter issues out in Plan mode","Quick filters   Best Effort is fine for now, probably same as quick filters on Work tab (seems consistent)  The marker should still count items above the line even if they are filtered  ",8
GHS-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",NULL,1
JSW-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",NULL,1
GHS-4521,"In Doco: I would like to see Rapid Board everywhere Rapid View is currently",NULL,1
JSW-4521,"In Doco: I would like to see Rapid Board everywhere Rapid View is currently",NULL,1
JSW-4547,"As an OnDemand user, I'd like to be able to provide the Atlassian team with feedback on GH labs features","Need to implement a ""got feedback"" mechanism for OnDemand like we do in BTF.",2
JSW-4559,"A problem with Rapid Board`s cards display.","If a Rapid Board includes many columns (> 11 columns)and a screen resolution is resolution - 1280 x 720, then ticket`s key and summary are become unreadable (like on an attached screenshot).     !rapid_board.png|thumbnail!    This becomes problem where user cannot use less amount of columns and we can`t increase a browser window size in some cases (when using a laptop, for example).    Thanks in advance.    SAC ticket: https://support.atlassian.com/browse/GHS-3831  ",2
GHS-4633,"New features in dashboard for drop down list","New features in dashboard for drop down list a drop down list should be added to the dashboard for easy access",3
JSW-4633,"New features in dashboard for drop down list","New features in dashboard for drop down list a drop down list should be added to the dashboard for easy access",3
JSW-4655,"As a user, I would like to view attachments when elaborating stories in a Sprint planning meeting","- Also present in work mode - Image gallery view as in JIRA if possible",8
GHS-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",NULL,8
JSW-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",NULL,8
JSW-4659,"As a user, I would like to see the issue priority in plan mode","Need some basic design",2
JSW-4662,"As a user, I would like sub tasks to have the same Sprint as their parent in all cases ","- For now force all subtasks to be complete on a complete Story before allowing Sprint to be finished",5
