issuekey,title,description,storypoint
XD-44,"Redis based repositories should use a NamingStrategy class to calculate the name of the key to use for persistence","RedisCounterRepository and RedisGaugeRepository have duplicated code that needs to be factored out into a one place.  One such duplication is the determination of the key name to use for persistence.  This should be abstracted out into a strategy helper class.",1
XD-45,"Remove the expiry of keys in Redis based repositories","There is duplicated code in Redis based repositories that related to expiry behavior, move into a common shared helper class and/or base class.",1
XD-47,"HDFS sink module",NULL,1
XD-48,"Parameterizable streams",NULL,2
XD-49,"Move Redis Queue Channel Adapters into spring-integration-redis","Currently these implementations are in the spring-xd-dirt module, but they should be moved into spring-integration-redis. We are already depending upon Spring Integration 3.0 snapshots since the ChannelRegistry implementation is not yet at a milestone, so this should be okay for the Redis Channel Adapters also - until Spring Integration M2 is released.",3
XD-50,"Add tap support to DIRT","syntax:    {code}  tap @ somechannel --key=value | somecounter  {code}  ",2
XD-51,"Add xd.stream.name property in StreamPlugin",NULL,1
XD-52,"add twitter search source module",NULL,1
XD-53,"Design and document desired high level DSL for configuring data processing in XD","Start to explore how the DSL can cover both advanced (non-linear) spring integration flows as well as spring batch jobs.",13
XD-54,"XD Metrics backed Message Counter","A Spring Integration based @ServiceActivator that counts the number of messages using the Spring XD metrics support",1
XD-55,"SI ServiceActivator for an XD Metrics backed Field Value Counter","A Spring Integration based @ServiceActivator that counts the occurrence of field names, from either a tuple data structure or a POJO, using the Spring XD metrics support.",3
XD-56,"Switch to use Lettuce driver for Redis","Replace the use of Jedis with Lettuce as it has higher performance",2
XD-57,"add counter module",NULL,1
XD-58,"build.gradle doesn't handle a small handful of libraries","Trying to build spring-xd for the first resulted in lots of errors inside STS (I had an empty .m2 repo).",1
XD-59,"Tuple should support storing nested tuples","Nested tuple structures shoudl be supported,  getTuple(int index), getTuple(String name)",1
XD-60,"Saving a metric (Counter, Gauge..) with an existing name should throw an exception","The difference between saving a new metric and updating an existing one needs to be defined.  Suggest that if we try to save when an existing counter is already in the database to throw exception, such as DataIntegrityViolationException.",1
XD-61,"Create distributable artifact that contains server application and start/stop scripts","The gradle application task should get us most of the way to create a distributable artifact akin to what you see when downloading tomcat/jetty etc.    Now there is a launch task    task(launch, dependsOn: 'classes', type: JavaExec) {  		main = 'org.springframework.xd.dirt.stream.StreamServer'  		classpath = sourceSets.test.runtimeClasspath  	}      The same main should be referenced in the application plugin, a task to create a .zip distributable is needed.    Ideally would be nice to   1. download .zip  2. unzip  3. cd spring-xd/bin  4. xdserver start      and gracefully shutdown later with     5. xdserver stop    I don't know if we can/should bundle redis, I think we should bundle it.    The scripts can be for unix/linux and for windows.      Discuss a brew based install as well.  ",8
XD-62,"Use the tuple data structure to process data in a spring batch step ","Do not require a POJO in order to do end-to-end processing in a batch step.",5
XD-63,"Document tuple data structure on XD wiki",NULL,2
XD-65,"Gemfire Sink to update a gemfire cache.","Update a gemfire region.",2
XD-66,"Gauge and Counter hash and equals should not depend on values","The value is mutable so this causes problems if storing metrics in a HashSet, for example.",1
XD-67,"Submit a brew-based install for Spring XD","- Host the Spring XD distributable zip somewhere that is accessible by external http request.  - Create brew formula for Spring XD install while specifying redis as dependency.   - starting up stream server upon successful brew install    couple of questions:  - should we name the brew task springxd? (name not taken yet)  - should we start the stream server as part of the brew install process?  - should we specify redis as a recommended dependency? user can pass in 'brew install springxd --without-redis' to skip redis installation. by default, 'brew install springxd' will install redis as well.",8
XD-68,"Export of data from HDFS to a relational database","Based on a single process running a Spring Batch job, support the ETL of data from HDFS to a RDBMS",8
XD-69,"Export of data from HDFS to MongoDB","Based on a single process Spring Batch job, ETL of data from HDFS to MongoDB.",5
XD-70,"Create general structure for AsciiDoc based wiki and Spring XD guide.","Adopt Asciidoc as the markdown syntax, useful for generating pdf and more feature rich than standard github flavored markdown.  Loosely following the conventions of https://community.jboss.org/wiki/TheHolyGrailAsciiDocOnGitHubToDocBookTrain that have generate docbook/pdf docs from the Asciidoc wiki.    The asciidoctor project is a key element in the adoption of AsciiDoc for use as the format in github, it is the rendering engine used by github for AsciiDoc.  See http://asciidoctor.org/docs/asciidoc-writers-guide/ for guidance.    ",2
XD-71,"Remove UUID from Tuple class or replace with more efficient implementation","The Java UUID class is known not to be the fasted implementation available.     See https://github.com/stephenc/eaio-uuid and http://mvnrepository.com/artifact/com.eaio.uuid/uuid for high perf impls.  ",1
XD-72,"Provide a http source","stream should be able to ingest data from http ",5
XD-73,"add test to start/stop stream server","in additional to existing tests that check for redis connection, we need to add tests that start/stop stream server. ",2
XD-74,"Create XD module for tail file adapter",NULL,1
XD-75,"Add redis bundle to distribution zip file","for linux and mac",5
XD-76,"Add gemfire-server application to the distribution zip of the project spring-xd-gemfire-server",NULL,1
XD-78,"Documentation for ""http | file"" processing","Put on the guide as a section in an 'input sources' wiki page.    https://github.com/springsource/spring-xd/wiki/GuideGettingStarted    ",1
XD-79,"End user guide for data streams","Put on the guide as a section in an 'streams' wiki page.    End user focused, no need to mention spring underpinning, impl details.    ",5
XD-80,"Documentation for ""http | hdfs"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",1
XD-81,"Documentation for ""syslog | file"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-82,"Documentation for ""tail | file"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-83,"Documentation for ""tail | hdfs"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",1
XD-84,"Documentation for ""http | gemfire"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-85,"Documentation for ""gemfirecq | file"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-86,"Documentation for ""twittersearch | file"" processing","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-87,"Documentation that introduces taps","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-88,"Documentation for counter taps","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-89,"Documentation for gauge taps","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-90,"Documentation for rich gauge taps","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-91,"Documentation for field value taps","Put on the guide as a section in an 'input-stream' wiki page.      ",3
XD-93,"Normalize and refactor component packaging decomposition","Normalize and refactor as needed functionality currently included in   - spring-integration-core (LocalChannelRegistry)  - spring-integration-module (Module types upon which Flow are built)  - xd-module (Depend Module types common to DIRT and Spring Integration)  - spring-integration-flow (Flow specific types, namespace support, etc)",5
XD-94,"Document The ability to use flows in streams","Test and document e.g. ""http | flow1 | flow2 | file""",3
XD-95,"The ability to override default module path for the plugin or an individual flow","Currently modules are assumed to be in classpath:/META-INF/spring/integration/module/${flow}.xml. To reuse modules defined with DIRT  may require more flexibility.  e.g.,   <int-flow:flow root-path=""file:///dirt/module""/>",3
XD-96,"The ability to import beans referenced in the main context into a module","This should be a core feature of any Spring based module. The plugin should be able to import explicitly referenced beans. This minimizes potential side effects of making the module a child context and is simpler than declaring a shared context (parent) of the application and the module. Provide namespace support for flow:",3
XD-97,"The ability to route within streams","A Flow or a processor component may require routing semantics. Currently the stream assumes a single input and output for each module. A Flow may support multiple outputs - Switch routing that is - Recipient list is not currently supported (another subtask?). We need to support semantics like:  a |[output.foo:c,output.bar:d,default:e]",8
XD-98,"Documentation on the module system and how to contribute new modules","For people who are familiar with Spring/Spring Integration provide documents that show how to add additional input sources/sinks.",3
XD-99,"Sonar build is failing","https://build.springsource.org/browse/XD-SONAR-34    Caused by: java.lang.ClassNotFoundException: org.sonar.api.Plugin          at org.codehaus.plexus.classworlds.strategy.SelfFirstStrategy.loadClass(SelfFirstStrategy.java:50)          at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:244)          at org.codehaus.plexus.classworlds.realm.ClassRealm.loadClass(ClassRealm.java:230)          ... 94 more",1
XD-100,"Rename Tuple class in spring-xd-tuple","The Tuple classes in Reactor follow the more traditional data structure concept of Tuples, an immutable fixed length sequence of values where each value can have different types.  They are ordered and can often be access by index.    An example in a static language is the Tuple class found in .NET http://msdn.microsoft.com/en-us/library/system.tuple.aspx or in Scala http://www.tutorialspoint.com/scala/scala_tuples.htm    Using this standard definition of a Tuple, they do not support named values.  There is also a different tuple class instance for each length, e.g. Tuple<T1,T2>, Tuple<T1,T2,T3>.    The Tuple class in XD is more like a record or named tuple.     Python has a named tuple concept - http://docs.python.org/2/library/collections.html#collections.namedtuple    and http://stackoverflow.com/questions/1490413/languages-that-allow-named-tuples shows that other languages use the term 'Record' for a 'named tuple' - Haskell, Standard ML, OCaml, and F#.    http://en.wikibooks.org/wiki/F_Sharp_Programming/Tuples_and_Records#Defining_Records    So boiling it all down, to avoid conflicts of names, and also to open up the possibility of using Reactor tuples as keys (instead of strings for names), we should change the name to either NamedTuple or Record.  ATM, there is no direct relationship between Reactor's Tuple and NamedTuple (such as inheritance) and so probably Record is the way to go.      ",2
XD-101,"Add gradle tasks that build and bundle the redis server",NULL,2
XD-102,"Create XDContainer class to start stream server","Provide optional command line arg to embed the container launcher, aka - xd-admin server.    XDContainer.sh --embeddAdmin",1
XD-103,"Create XDAdmin server to start container launcher","This will launch the RedisContainerLauncher, in future will be able to select from a variety of middleware options.",1
XD-104,"Add README to be included in root directory of distribution","should explain basic layout of the distribution",1
XD-105,"Add LICENSE to be included in root directory of distribution","should contain apache licence",1
XD-106,"Container server does not log a message that it has started or stopped successfully","$ ./xd-container  processing module 'Module [name=file, type=sink]' from group 'tailtest' with index: 1 processing module 'Module [name=tail, type=source]' from group 'tailtest' with index: 0   Logging of 'processing module' should have log level, time..",1
XD-107,"Clean shutdown of redis in xd-admin","A ctrl-c of xd-admin results in exception messages about disconnecting from redis.  14:16:07,327 ERROR task-scheduler-1 handler.LoggingHandler:136 - org.springframework.data.redis.RedisSystemException: Redis command interrupted; nested exception is com.lambdaworks.redis.RedisCommandInterruptedException: Command interrupted ",2
XD-108,"Build script should not package 'spring-xd-dirt' scripts ","We are packaging separate scripts to start XDAdmin and XDContainer.  The Gradle application plugin will generate an unwanted 'spring-xd-dirt' scripts, this should be removed from the bin directory when creating a distribution zip.",1
XD-109,"Documentation for starting Spring XD servers",NULL,1
XD-110,"Remove use of system property xd.home to define location for install location, rely on environment variable XD_HOME","This is in the AdminMain and ContainerMain.      Can get the environment property directly in java code unless provided explicitly on the command line using --xdHomeDir.",1
XD-111,"Create final distribution zip across multiple projects","The final directory structure should look like    <install-dir>/xd  <install-dir>/redis  <install-dir>/gemfire    inside the XD directory     /xd/bin - which has xd-container and xd-admin scripts  /xd/lib    inside the gemfire directory  /gemfire/bin - has the gemfire-server script  /gemfire/lib     inside the redis directory is     /redis/redis-latest-v.x.y.z.tar  /redis/README  /readis/install-redis  - script that does the basic 4 commands to install redis.      There should be a gradle task that runs after the distZip task, that will take the contents of different project directories, script diretories and 'redis-binary' directories and creates the final layout for the distribution.",5
XD-112,"Update XD to Use SI 3.0.0.M2",NULL,1
XD-114,"Add install script for Redis","This assumes the redis source tar is available under $rootDir/redis/redis-2.6.13.tar.gz    The install script does the following:    - Check the platform OS & arch  - unzip the tar, compile the sources",2
XD-115,"add SpEL 'transform' processor","It should provide an 'expression' param for SpEL and have a default pass-thru of the payload.",1
XD-116,"add SpEL 'filter' processor","It should provide an 'expression' param for SpEL and have a default value of true (accept everything).",1
XD-117,"add spring-integration-groovy to container dependencies","This will enable the use of groovy scripts within modules.",1
XD-118,"replace testsource with time and testsink with log","This should facilitate testing while avoiding any class dependencies. Also, log is a generally useful sink by itself and time is a more interesting source for testing (should accept --interval for the seconds between time messages).",1
XD-119,"HDFS sink should default to hdfs://localhost:8020","The current default is hdfs://localhost:9000 but most new distributions/installs use 8020",1
XD-120,"Find and eliminate package-level cycles across XD projects",NULL,3
XD-121,"Add pre-compiled redis distributions for the selective OS platforms",NULL,10
XD-122,"XD scripts need to have spring-integration milestone versions updated","Spring-integration version is changed to 3.0.0.M2 and since we manually create the XD scripts, they still point to the 3.0.0.BUILD-SNAPSHOT version.  As discussed, we also need to have a better strategy on updating the lib directory inside the XD scripts.",2
XD-123,"XD scripts lib path needs to be dynamic","We currently have the manually created XD scripts. This makes it difficult to maintain as the lib path is error prone with the changes. We need to make sure that the properties such as lib path etc., are dynamically updated.",3
XD-124,"Clean shutdown of redis in xd-container","Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",2
XD-125,"Stream documentation review",NULL,2
XD-126,"Documentation for sources, sinks, modules should define which attributes are required and which optional","This will eventually be supplied by the admin server, but for now write it up by hand in the documentation",2
XD-127,"Create TCP source module","Based off SI tcp inbound adapter.  This will allow for event forwarding that can select among the existing SI serialized/deserializer options. ",3
XD-128,"Create TCP sink module","Based off SI tcp inbound adapter.  This will allow for event fowarding.",3
XD-129,"Documenation for building/starting redis servers",NULL,2
XD-130,"Remove container entry in Redis when the application context event to shutdown the container is fired",NULL,3
XD-131,"Upgrade Lettuce to 2.3.2",NULL,2
XD-132,"Profile support for modules","To allow for groups of beans to be defined or not in the container that runs a module.    When deploying a stream (e.g. via the REST API), it should be possible to also provide profile names. Then those would apply to any modules within that particular stream deployment.",8
XD-133,"Fail Sonar CI build if there are any package tangles violated.","Similar to what would show up on structure101 reports.",1
XD-134,"Investigate link checking tool for user guide","Asciidoc/doctor might have one as part of it toolchain",2
XD-135,"Documentation on XD Architecture","Show overall flow of data in a stream, the server components 'admin' and 'container'.  How modules are deployed.",4
XD-136,"Documentation that points on how to install hadoop","Pointers to other documentation on how to install hadoop. ",3
XD-137,"Release Spring XD 1.0 M1",NULL,5
XD-138,"Prepare blog post for M1",NULL,5
XD-139,"Update README.txt to include instructions on how to build","Building XD should not be part of the out first out of the box experience, but we should include some instructions on what targets are available, such as distXD.",2
XD-140,"Parameterize syslog Source; Add Support for TCP","The syslog source currently is hard-coded to use udp on port 11111.    Need to parameterize the port and provide an option to use TCP.",2
XD-141,"install-redis script should not use relative path to determine redis source dist","Currently, the install-redis script uses relative path to determine redis source  dist file. Since this is error prone, we need to fix it.",1
XD-142,"StreamServer Context Lifecycle Issues","The {{ModuleDeployer}} calls {{getBeansOfType}} before the context has had its {{PropertySourcesPlaceholderConfigurer}} attached. This can cause issues with {{FactoryBean}} s with placeholders in constructor args because the unresolved placeholder is used when the {{FactoryBean}} is pre-instantiated to determine the type of object it will serve up.",8
XD-143,"Create externalized property file to support connectivity to redis","We need to have an externalized property file(under xd/conf/) for the xd-container & admin scripts to use as options. ",3
XD-147,"Remove use of application plugin for redis project","Currently redis project uses application plugin to bundle distribution. This also includes 'java plugin' which causes java specific build behavior on this project. We should try removing the use of application plugin and use something similar or custom tasks that does the bundling. ",2
XD-148,"Improve User Experience when Redis is not running","Redis is not running we get a nasty stacktrace:    {code}  ~/dev/git/spring-xd/dist/spring-xd/xd/bin (master)] ➔ ./xd-container   13/05/29 16:17:15 INFO support.ClassPathXmlApplicationContext: Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@851052d: startup date [Wed May 29 16:17:15 EDT 2013]; root of context hierarchy  13/05/29 16:17:16 INFO xml.XmlBeanDefinitionReader: Loading XML bean definitions from class path resource [META-INF/spring/launcher.xml]  13/05/29 16:17:16 INFO xml.XmlBeanDefinitionReader: Loading XML bean definitions from class path resource [META-INF/spring/redis.xml]  13/05/29 16:17:17 INFO support.DefaultListableBeanFactory: Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4934ce4a: defining beans [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0,redisConnectionFactory,org.springframework.xd.dirt.launcher.RedisContainerLauncher#0]; root of factory hierarchy  13/05/29 16:17:17 INFO support.DefaultListableBeanFactory: Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4934ce4a: defining beans [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0,redisConnectionFactory,org.springframework.xd.dirt.launcher.RedisContainerLauncher#0]; root of factory hierarchy  Exception in thread ""main"" org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'redisConnectionFactory' defined in class path resource [META-INF/spring/redis.xml]: Invocation of init method failed; nested exception is com.lambdaworks.redis.RedisException: Unable to connect    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1488)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:524)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:461)    org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:295)    org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:223)    org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:292)    org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)    org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:626)    org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:932)    org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:479)    org.springframework.context.support.ClassPathXmlApplicationContext.<init>(ClassPathXmlApplicationContext.java:139)    org.springframework.context.support.ClassPathXmlApplicationContext.<init>(ClassPathXmlApplicationContext.java:83)    org.springframework.xd.dirt.launcher.RedisContainerLauncher.main(RedisContainerLauncher.java:68)    org.springframework.xd.ContainerMain.main(ContainerMain.java:68)  Caused by: com.lambdaworks.redis.RedisException: Unable to connect    com.lambdaworks.redis.RedisClient.connect(RedisClient.java:176)    com.lambdaworks.redis.RedisClient.connectAsync(RedisClient.java:139)    org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.initConnection(LettuceConnectionFactory.java:108)    org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.afterPropertiesSet(LettuceConnectionFactory.java:86)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1547)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1485)  	... 13 more  Caused by: java.net.ConnectException: Connection refused: localhost/127.0.0.1:6379    sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)    sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:599)    org.jboss.netty.channel.socket.nio.NioClientBoss.connect(NioClientBoss.java:150)    org.jboss.netty.channel.socket.nio.NioClientBoss.processSelectedKeys(NioClientBoss.java:105)    org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:79)    org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)    org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)    java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)    java.lang.Thread.run(Thread.java:680)  {code}    I think it would be helpful to provide users with some helpful advice e.g.:    Redis does not seem to be running at 'localhost/127.0.0.1:6379'. Did you start or install Redis? Please see for further help http://foo/bar      ",2
XD-149,"Create asciidoc toolchain script to create a 'toc2' style html output","Publishing an html version of the guide that uses the 'toc2' style format, table of contents on the left.    Looks like a 'stylesheet factory' http://asciidoctor.org/docs/produce-custom-themes-using-asciidoctor-stylesheet-factory/  needs to be installed.    From the theme showcase, http://themes.asciidoctor.org/preview/, the 'golo' theme has a toc2 style.    In the root of the git repo for the wiki is a build.gradle file that uses the asciidoctor gradle plugin, but it doesn't support using a single file with import as input. (See See https://github.com/asciidoctor/asciidoctor-gradle-plugin/issues/15 )    The mvn plugin does support this, so maybe using mvn is an option or just a bash script.",4
XD-150,"Publish Spring XD final distribution zip as part of Bamboo artifactory plugin","Currently, Bamboo's gradle artifactory plugin has the artifacts configured to projects target(build) directory 'archives'. We need to have a way to set the final distribution archive as one of the gradle 'configurations' in our build.gradle and refer it inside bamboo artifacts.",2
XD-151,"Add Redis binaries for Windows","Presently, Spring XD does not ship Windows binaries for Redis. However, Microsoft is actively working [1] on supporting Redis on Windows. You can download Windows Redis binaries from:    https://github.com/MSOpenTech/redis/tree/2.6/bin/release     [1] http://blogs.msdn.com/b/interoperability/archive/2013/04/22/redis-on-windows-stable-and-reliable.aspx",2
XD-152,"Create rich gauge module","Spring config for rich gauge plus message handler to coerce a numeric or string payload to a double.",5
XD-153,"create a gauge module","Spring config for simple gauge plus message handler to process message. There is some code common to RichGaugeHandler to coerce the payload to a double that should be refactored for reuse.",5
XD-154,"Provided console output of started server","Shouldn't we have something like a ContextRefreshedEvent Listener and output some informational messages to the console, so the user knows the Container is up (Which contexts. Maybe even print a link to the docs))? Maybe even some simple ascii art (for demos)? Right now it looks somewhat barren.    Redis provides something similar.    This may even go hand in hand to provided a better configuration model (storing common config parameters centrally)      {code}     _____            _              __   _______      / ____|          (_)             \ \ / /  __ \    | (___  _ __  _ __ _ _ __   __ _   \ V /| |  | |    \___ \| '_ \| '__| | '_ \ / _` |   > < | |  | |    ____) | |_) | |  | | | | | (_| |  / . \| |__| |   |_____/| .__/|_|  |_|_| |_|\__, | /_/ \_\_____/           | |                  __/ |                         |_|  v1.0.0.M1      |___/   eXtreme Data    Using Redis at localhost:6379      The Server (PID: 12345) is now ready on http://myserver:123/streams    Documentation: https://github.com/SpringSource/spring-xd/wiki           {code}",2
XD-155,"Add a groovy script processor module","A processor module that accepts either the location of a groovy script resource or an inline script (string). Also some discussion about a default classpath location for scripts. ",5
XD-156,"Create config support for Redis","We would like to have Redis driven from a config property file under XD_HOME.",2
XD-157,"Verify use of JMX managed bean to shutdown cleanly the xd-admin and xd-container servers","In both cases there are multiple application contexts that can be running in the process.  The JMX Managed bean should call 'close' on those application contexts.  The more detailed lifecycle of cleanly shutting down components within those application contexts is another story.",4
XD-158,"Expose shutdown operation over http","This will allow for a simple way to shutdown the server via an HTTP call.  Support for security is a separate story. The end goal is to have some shell scripts distributed that can issue HTTP requests to shutdown the xd-admin and xd-container servers.    The newest version of Jolokia has the ability to boostrap itself inside an application context vs. requiring a java agent.  I suspect using the application context approach will provide us with more flexibility (e.g. property replacement etc) but not sure.",4
XD-159,"Parameter parsing does not work if an argument contains '--'.","Parameter parsing does not work if an argument contains '--'.    For example:    {code}  ... | transform --expression=42 | transform --expression=--payload |...  {code}    Also, I was surprised that this worked..    {code}  | transform --expression=new StringBuilder(payload).reverse() |  {code}    ... but this didn't...    {code}  | transform --expression='new StringBuilder(payload).reverse()' |  {code}    I think we need to tokenize the argument (with ' if contains spaces) and remove any surrounding '...' from the result. This means if someone wants a SpEL literal they would have to use something like     {code}--expression=''Hello, world!''{code}    resulting in a SpEL literal 'Hello, world!'",1
XD-160,"Publish golo themed docs documentation to static.springsource.org as part of nightly build","The wiki repo contains a script, gen-docs.sh, that we are planning to use to generate a pretty HTML version of the Getting Started guide.     We should consider using maven (or gradle, but there is currently an issue documented in build.gradle) to generate this and other reference docs and publish them automatically as part of a nightly build.",3
XD-161,"Add HTTP Delete Stream Operation",NULL,5
XD-162,"Create design document for implementation strategy to support message conversion in ChannelRegistry","The conversion should be based on content-type headers, similar to the way Spring's HttpMessageConverters work (with mime types).    Also, the map of available converters should be extensible while including the most common defaults (for JSON, XML, etc). We most likely want to add a few of our own content types also (e.g. for Tuples).    Most likely, this logic and the configuration methods for extending the converter map, belong in AbstractChannelRegistry since it should be common across all implementations (i.e. the logic should be the same regardless of the transport used after-serialization/before-deserialization).",5
XD-163,"Enable grouping of modules for co-located deployment","example:    {code}  a | (b | c) | d  {code}    ...where b and c modules are deployed together as a composite module.    There are 2 options (maybe more) for how we could handle that. One would be defining a CompositeModule type that simply bridges the channels (b's output to c's input in this example). The second option would be to deploy those together on the same node as modules but using the LocalChannelRegistry between them.  ",12
XD-164,"Validate processing modules declare the required channels","Validate that modules have required channels declared according to their type.  Currently the stream deployer accepts processors with no input, but the stream doesn't complete. We should fail earlier and more loudly.",2
XD-165,"xd-container and xd-admin should log to a file out of the box","We should have an externally editable log4j config file in a conf dir and the default should log to a file (presumably in a logs dir)",2
XD-166,"Create config support based on channel registry type","We need to have the XD container & admin reading the registry specific property based on the registry type selected.   From Mark F, on one of the code review comments:  Maybe rather than having redis, rabbit, etc. properties all within a container.properties we should rely upon naming conventions instead. Specifically, we could have a single configurable property for the type of channel registry (""redis"", ""rabbit"", or ""local"" being possible values), and then we could use something like:  <import resource=""config/${registry.type}.xml""/>  <context:property-placeholder location=""config/${registry.type}.properties""/>",3
XD-167,"Script to generate reference documentation from wiki and include in .zip distribution",NULL,5
XD-168,"Decide on location to host http reference documentation and automate upload in build scripts",NULL,4
XD-169,"XD should run offline","Trying to run XD offline results in an error in redis.xml because the cloudfoundry schema file is missing.  We need to add the cf-runtime jar to the classpath to resolve this.",2
XD-170,"Home wiki page improvements","Add more structure, more easily find the reference guide.  The style that is here  https://github.com/snowplow/snowplow/wiki is nice. ",2
XD-171,"Create project home page for SpringXD on springsource.org/spring-xd","A minimal project page of a 'top level project' page that has basic information of docs and links to the github wiki page.   No need to list maven coordinates.",4
XD-172,"Create links to SpringXD on other pages of springsource.org site","bottom home page - list of projects  data/integration category landing pages - related projects.  ",4
