#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
45,medium,11,2004-07-30 00:00:00,Bug,27,1,72,2,Major,3,0,1,1,2,0,0,1,0.9166666666666666,0,8,12,102,269,103
46,medium,11,2004-07-30 00:00:00,Bug,27,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,8,12,102,269,348
47,medium,11,2004-07-30 00:00:00,Bug,27,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,8,12,102,269,103
48,medium,13,2004-07-30 00:00:00,Bug,29,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,3,12,102,269,103
49,high,114,2004-07-30 00:00:00,Bug,0,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,9,12,102,269,103
50,medium,13,2004-07-30 00:00:00,Bug,27,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,8,12,102,269,103
51,medium,13,2004-07-30 00:00:00,Bug,29,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,8,12,102,269,103
52,medium,13,2004-07-30 00:00:00,Bug,29,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,8,12,102,269,103
53,low,9,2004-07-30 00:00:00,Bug,24,0,72,2,Major,1,0,1,1,0,0,0,1,0.9166666666666666,0,10,12,102,269,103
54,medium,26,2004-07-30 00:00:00,Bug,7,0,72,2,Minor,3,0,1,1,0,0,0,1,0.9166666666666666,0,8,87,197,253,295
55,high,84,2004-07-30 00:00:00,Bug,0,0,72,2,Major,1,0,0,0,0,0,0,0,0.9166666666666666,0,8,74,196,267,337
56,Nondelay,0,2004-08-04 00:00:00,NewFeature,0,0,100,1,Minor,2,0,1,1,0,0,0,1,0,0,2,45,109,243,249
57,low,4,2004-08-05 00:00:00,NewFeature,8,1,0,0,Major,2,0,1,0,0,0,0,1,0,0,7,93,149,278,362
58,Nondelay,0,2004-08-05 00:00:00,NewFeature,0,1,0,0,Major,2,0,1,0,0,0,0,1,0,0,9,85,172,299,245
59,Nondelay,0,2004-08-05 00:00:00,NewFeature,0,1,0,0,Major,2,0,1,0,0,0,0,1,0,0,9,87,185,192,300
60,Nondelay,0,2004-08-09 00:00:00,NewFeature,0,0,0,0,Major,0,0,1,0,0,0,0,1,0,0,4,98,150,140,331
61,Nondelay,0,2004-08-19 00:00:00,Bug,0,0,0,0,Minor,3,0,1,0,0,0,0,1,0,0,10,78,156,102,39
62,Nondelay,0,2004-08-24 00:00:00,Bug,0,1,0,0,Major,2,0,1,1,0,0,0,0,0,0,1,85,169,230,386
63,Nondelay,0,2004-08-27 00:00:00,Bug,0,0,50,2,Minor,1,0,1,0,0,0,0,1,0,0,5,57,199,225,354
64,Nondelay,0,2004-09-06 00:00:00,NewFeature,0,0,0,0,Major,1,0,0,0,0,0,0,1,0,0,9,95,176,164,260
65,Nondelay,0,2004-09-06 00:00:00,NewFeature,0,0,0,0,Major,1,0,0,0,0,0,0,1,0,0,7,74,198,164,260
66,Nondelay,0,2004-09-06 00:00:00,NewFeature,0,0,0,0,Major,1,0,1,1,0,0,0,1,0,0,9,92,55,231,387
67,Nondelay,0,2004-09-07 00:00:00,Improvement,0,0,0,0,Minor,1,0,1,1,0,0,0,0,0,0,9,95,145,204,340
68,Nondelay,0,2004-09-09 00:00:00,Bug,0,0,0,0,Major,0,0,1,0,0,0,0,1,0,0,10,84,134,299,175
69,Nondelay,0,2004-09-22 00:00:00,Task,0,0,0,0,Major,6,0,1,0,0,0,0,0,0,0,10,75,115,228,286
70,Nondelay,0,2004-09-28 00:00:00,Improvement,0,1,0,0,Minor,3,0,1,1,0,0,0,1,0,0,10,55,100,170,392
71,low,1,2004-09-28 00:00:00,Bug,0,1,0,0,Major,5,0,1,0,0,0,0,1,0,0,8,83,131,190,264
72,medium,54,2004-09-28 00:00:00,NewFeature,83,0,0,0,Major,1,0,1,1,0,0,0,0,0,0,10,93,188,202,392
73,low,5,2004-09-29 00:00:00,Improvement,30,1,0,0,Minor,5,0,1,1,0,0,0,1,0,0,4,95,28,258,328
74,medium,14,2004-09-30 00:00:00,Bug,83,0,50,1,Major,2,0,0,0,0,0,0,1,0.5,1,4,39,24,111,139
75,Nondelay,0,2004-10-01 00:00:00,NewFeature,0,0,0,0,Minor,1,0,0,0,1,0,0,0,0.9487179487179487,0,7,93,192,195,297
76,Nondelay,0,2004-10-07 00:00:00,Task,3,1,0,0,Major,3,0,1,0,0,0,0,1,0,0,5,42,134,295,289
77,Nondelay,0,2004-10-15 00:00:00,Bug,0,0,0,1,Minor,0,0,1,0,0,0,0,0,0,0,2,48,182,228,398
78,Nondelay,0,2004-10-18 00:00:00,NewFeature,1,1,83,4,Major,4,0,0,0,0,0,0,0,0,0,5,97,194,228,254
79,Nondelay,0,2004-10-21 00:00:00,Improvement,4,1,100,0,Major,3,0,1,1,0,0,0,1,0,0,9,69,196,290,340
80,high,82,2004-10-21 00:00:00,Improvement,0,1,0,0,Major,3,0,1,1,0,0,0,1,0,0,7,99,68,166,322
81,low,7,2004-10-21 00:00:00,NewFeature,25,1,66,2,Major,3,0,1,0,0,0,0,1,0,0,6,77,179,246,377
82,Nondelay,0,2004-10-21 00:00:00,Improvement,0,0,0,0,Minor,1,0,1,1,0,0,0,1,0,0,10,8,95,154,353
83,Nondelay,0,2004-10-21 00:00:00,Improvement,28,1,100,0,Major,3,0,1,0,0,0,0,1,0,0,10,84,81,230,326
84,medium,66,2004-10-22 00:00:00,Improvement,83,0,0,0,Major,2,0,0,1,0,0,0,1,0,0,6,99,96,166,297
85,high,366,2004-10-22 00:00:00,NewFeature,0,1,0,0,Major,5,0,1,1,0,0,0,1,0,1,3,76,191,138,187
86,low,9,2004-10-27 00:00:00,Improvement,0,0,0,0,Minor,0,0,0,0,0,0,0,1,0,0,7,63,199,156,137
87,medium,53,2004-10-29 00:00:00,Bug,83,1,0,0,Trivial,2,0,1,1,0,0,0,0,0,0,9,89,119,286,123
88,low,9,2004-11-08 00:00:00,Improvement,0,0,100,1,Minor,1,0,0,0,0,0,0,1,0.5,0,10,85,178,241,68
89,low,9,2004-11-10 00:00:00,Bug,0,0,100,2,Major,1,0,0,0,0,0,0,1,0,0,7,98,178,146,345
90,low,9,2004-11-10 00:00:00,Improvement,0,0,100,2,Minor,1,0,0,0,0,0,0,1,0.6666666666666666,0,7,86,89,124,235
91,low,9,2004-11-10 00:00:00,Improvement,0,0,100,2,Minor,0,0,0,0,0,0,0,1,0.6666666666666666,0,6,79,187,275,304
92,low,9,2004-11-12 00:00:00,Improvement,0,0,100,5,Minor,1,0,0,0,0,0,0,1,0.8,0,7,67,132,181,377
93,low,9,2004-11-12 00:00:00,Improvement,0,0,100,5,Minor,1,0,0,0,0,0,0,1,0.8,0,5,34,184,123,181
94,low,9,2004-11-14 00:00:00,Improvement,0,0,100,7,Minor,0,0,0,0,0,0,0,1,0.8571428571428571,0,4,74,171,250,370
95,low,9,2004-11-17 00:00:00,Improvement,0,0,100,8,Minor,3,0,0,0,0,0,0,1,0.875,0,2,66,75,153,388
96,low,1,2004-11-22 00:00:00,NewFeature,0,1,0,0,Critical,2,0,0,2,0,0,0,0,0.925,0,10,83,93,17,387
97,high,80,2004-11-22 00:00:00,NewFeature,0,1,81,3,Minor,4,0,0,2,0,0,0,0,0,0,1,90,194,195,254
98,high,80,2004-11-22 00:00:00,NewFeature,0,1,81,3,Minor,4,0,0,2,0,0,0,0,0,0,10,90,194,180,254
99,medium,60,2004-11-22 00:00:00,NewFeature,83,0,0,0,Major,1,0,0,2,0,0,0,0,0,0,1,36,179,246,265
100,medium,52,2004-12-03 00:00:00,NewFeature,112,1,82,5,Minor,6,0,0,2,0,0,0,0,0.2,0,10,46,95,160,298
101,high,274,2004-12-06 00:00:00,NewFeature,0,0,100,2,Minor,1,0,0,3,0,0,0,0,0.16666666666666666,1,8,70,196,255,231
102,high,293,2004-12-06 00:00:00,NewFeature,0,0,100,2,Major,1,0,0,2,0,0,0,0,0.16666666666666666,0,10,84,180,225,364
103,high,831,2004-12-06 00:00:00,NewFeature,0,0,100,2,Minor,1,0,0,2,0,0,0,0,0.16666666666666666,0,8,81,180,121,232
104,high,288,2004-12-06 00:00:00,Bug,0,0,100,2,Major,1,0,1,2,0,0,0,1,0.16666666666666666,1,8,73,63,287,338
105,low,5,2004-12-06 00:00:00,NewFeature,0,0,100,2,Major,1,0,0,2,0,0,0,0,0.16666666666666666,0,8,73,191,125,316
106,high,813,2004-12-06 00:00:00,NewFeature,875,0,100,2,Minor,3,0,1,3,0,0,0,0,0.16666666666666666,0,5,22,100,285,393
107,high,890,2004-12-07 00:00:00,NewFeature,874,0,100,8,Minor,2,0,1,3,0,0,0,0,0.5833333333333334,0,7,7,186,67,153
108,medium,10,2004-12-11 00:00:00,NewFeature,83,0,100,9,Major,1,0,0,2,0,0,0,0,0.6153846153846154,0,7,33,127,222,136
109,Nondelay,0,2005-01-05 00:00:00,Bug,0,1,0,0,Major,11,0,1,1,0,0,0,1,0,0,8,15,7,294,293
110,low,9,2005-01-07 00:00:00,Improvement,0,0,100,9,Minor,3,0,0,0,0,0,0,1,0,0,9,53,145,265,340
111,low,9,2005-01-07 00:00:00,Bug,0,0,100,9,Major,1,0,0,0,0,0,0,1,0,0,8,86,105,285,386
112,Nondelay,0,2005-01-10 00:00:00,Bug,0,0,0,1,Major,0,0,1,0,0,0,0,1,0,0,2,89,178,73,306
113,low,9,2005-01-12 00:00:00,Bug,0,0,100,11,Major,1,0,0,0,0,0,0,1,0.8888888888888888,0,6,18,199,5,398
114,low,9,2005-01-16 00:00:00,Bug,0,0,100,12,Major,1,0,0,0,0,0,0,1,0.9,0,9,71,132,265,372
115,high,144,2005-01-18 00:00:00,Bug,0,0,0,0,Minor,0,0,1,1,0,0,0,4,0,0,5,3,76,84,382
116,low,9,2005-01-18 00:00:00,Improvement,0,0,100,13,Minor,1,0,0,0,0,0,0,1,0.9090909090909091,0,5,94,106,266,125
117,low,9,2005-01-18 00:00:00,Improvement,0,0,100,13,Minor,1,0,0,0,0,0,0,1,0.9090909090909091,0,9,8,89,241,333
118,low,9,2005-01-18 00:00:00,Improvement,0,0,100,13,Minor,1,0,0,0,0,0,0,1,0.9090909090909091,0,7,8,89,124,61
119,low,9,2005-01-18 00:00:00,Improvement,0,0,100,13,Minor,1,0,1,0,0,0,0,1,0.9090909090909091,0,9,71,177,37,372
120,low,9,2005-01-18 00:00:00,Improvement,0,0,100,13,Minor,2,0,1,0,0,0,0,1,0.9090909090909091,0,1,68,177,37,350
121,low,9,2005-01-25 00:00:00,Bug,0,0,100,18,Major,0,0,0,0,0,0,0,1,0.9375,0,3,8,89,124,51
122,low,9,2005-01-26 00:00:00,Improvement,0,0,100,19,Minor,1,0,0,0,0,0,0,1,0.9411764705882353,0,4,68,155,292,154
123,low,9,2005-01-26 00:00:00,Improvement,0,0,100,19,Minor,1,0,0,0,0,0,0,1,0.9411764705882353,0,6,58,158,226,87
124,low,2,2005-02-02 00:00:00,Bug,0,1,0,0,Major,1,0,0,0,0,0,0,0,0,0,4,86,152,171,108
125,low,9,2005-02-08 00:00:00,Bug,0,0,100,21,Major,0,0,0,0,0,0,0,1,0.9473684210526315,0,9,90,107,157,382
126,high,75,2005-02-09 00:00:00,Bug,0,1,0,0,Major,4,0,1,1,0,0,0,1,0,0,6,53,125,78,100
127,low,9,2005-02-10 00:00:00,Bug,0,0,100,22,Major,1,0,0,0,0,0,0,1,0.95,0,10,90,186,273,201
128,medium,13,2005-02-11 00:00:00,Improvement,18,0,75,0,Major,1,0,1,0,0,0,0,1,0.6666666666666666,0,5,77,137,297,313
129,high,377,2005-02-23 00:00:00,Task,0,1,0,0,Major,2,0,0,0,0,0,0,0,0,0,4,100,99,272,396
130,medium,43,2005-02-25 00:00:00,Improvement,83,1,0,0,Minor,4,0,1,0,0,0,0,1,0,0,10,94,172,278,300
131,low,2,2005-02-26 00:00:00,Bug,0,1,0,0,Blocker,2,0,1,1,0,0,0,1,0,0,7,100,175,183,205
132,Nondelay,0,2005-02-27 00:00:00,Bug,0,0,0,2,Trivial,1,0,1,0,0,0,0,1,0,0,2,89,188,282,256
133,low,1,2005-02-27 00:00:00,Bug,0,1,0,0,Major,3,0,1,0,0,0,0,4,0.5,0,6,5,110,103,124
134,low,1,2005-02-28 00:00:00,Improvement,0,0,50,1,Minor,1,0,1,0,0,0,0,0,0.6666666666666666,0,5,84,160,162,397
135,Nondelay,0,2005-03-02 00:00:00,Bug,0,0,66,1,Major,1,0,1,0,0,0,0,3,0.6666666666666666,0,7,87,130,167,266
136,low,1,2005-03-07 00:00:00,Bug,0,0,50,0,Major,2,0,1,0,0,0,0,0,0.8,0,4,86,154,168,138
137,high,75,2005-03-11 00:00:00,Bug,0,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,2,19,17,271,90
138,Nondelay,0,2005-03-14 00:00:00,Bug,0,0,60,0,Major,2,0,1,0,0,0,0,3,0.8333333333333334,0,7,96,11,139,379
139,Nondelay,0,2005-03-14 00:00:00,Bug,0,0,60,0,Minor,1,0,1,0,0,0,0,3,0.8333333333333334,0,2,5,185,166,250
140,high,317,2005-03-15 00:00:00,Task,0,0,0,0,Trivial,1,0,1,2,0,0,0,1,0,0,2,12,196,295,2
141,Nondelay,0,2005-03-16 00:00:00,Bug,0,0,42,0,Major,1,0,1,0,0,0,0,3,0.875,0,10,61,152,88,355
142,Nondelay,0,2005-03-21 00:00:00,Bug,0,0,37,0,Major,1,0,1,0,0,0,0,0,0.8888888888888888,0,10,57,90,281,396
143,Nondelay,0,2005-03-21 00:00:00,Bug,0,0,37,0,Major,1,0,1,0,0,0,0,0,0.8888888888888888,0,3,77,179,119,347
144,high,974,2005-03-30 00:00:00,Improvement,0,0,0,0,Major,0,0,1,1,0,0,0,2,0,0,10,40,1,270,36
145,low,9,2005-04-01 00:00:00,Bug,0,0,100,23,Major,2,0,0,0,0,0,0,1,0,0,7,79,195,299,396
146,low,9,2005-04-01 00:00:00,Improvement,0,0,100,23,Minor,0,0,0,0,0,0,0,1,0.9523809523809523,0,9,71,156,272,355
147,low,4,2005-04-02 00:00:00,Bug,0,1,100,1,Major,7,0,1,2,0,0,0,1,0,1,5,36,102,78,216
148,Nondelay,0,2005-04-02 00:00:00,Improvement,0,1,0,0,Minor,7,0,0,0,0,0,0,0,0,0,10,93,197,298,105
149,low,5,2005-04-05 00:00:00,Task,0,0,0,0,Critical,1,1,0,0,0,0,0,0,0,0,10,70,177,221,334
150,low,9,2005-04-06 00:00:00,Improvement,0,0,100,25,Minor,3,0,1,0,0,0,0,1,0.9545454545454546,0,10,88,195,263,280
151,low,9,2005-04-06 00:00:00,Improvement,0,0,100,25,Minor,1,0,0,0,0,0,0,1,0.9545454545454546,0,9,99,191,93,253
152,low,9,2005-04-06 00:00:00,Improvement,0,0,100,25,Minor,1,0,0,0,0,0,0,1,0.9545454545454546,0,10,88,198,294,301
153,medium,11,2005-04-09 00:00:00,NewFeature,83,1,0,0,Major,1,0,1,0,0,0,0,1,0.3333333333333333,0,9,59,185,122,363
154,medium,43,2005-04-12 00:00:00,NewFeature,83,0,0,0,Major,5,0,1,0,0,0,0,1,0,0,4,86,72,168,102
155,Nondelay,0,2005-04-18 00:00:00,NewFeature,0,0,50,1,Major,4,0,1,0,0,0,0,1,0.5,0,8,43,113,253,344
156,low,1,2005-04-20 00:00:00,Improvement,0,1,0,0,Minor,1,0,1,1,0,0,0,0,0,0,7,39,55,227,361
157,medium,70,2005-04-21 00:00:00,Task,83,1,0,0,Major,1,0,0,0,0,0,0,0,0,0,7,67,163,281,163
158,low,9,2005-04-21 00:00:00,Improvement,0,0,100,28,Minor,0,0,0,0,0,0,0,1,0.96,0,9,2,200,211,359
159,low,3,2005-04-23 00:00:00,Improvement,0,1,0,0,Minor,12,0,1,0,0,0,0,1,0,0,8,46,87,6,284
160,low,9,2005-04-26 00:00:00,Improvement,0,0,100,29,Minor,1,0,0,0,0,0,0,1,0.9615384615384616,0,7,81,116,250,201
161,low,9,2005-04-26 00:00:00,Improvement,0,0,100,29,Minor,4,0,1,0,0,0,0,1,0.9615384615384616,0,10,71,132,191,201
162,low,9,2005-04-27 00:00:00,Improvement,0,0,100,31,Minor,0,0,0,0,0,0,0,1,0.9642857142857143,0,3,53,113,13,336
163,Nondelay,0,2005-04-28 00:00:00,Bug,0,1,0,0,Minor,2,0,0,0,0,0,0,1,0,0,4,72,162,300,366
164,low,9,2005-04-29 00:00:00,Improvement,0,0,100,32,Minor,6,0,1,0,0,0,0,1,0.9655172413793104,0,3,8,89,124,61
165,low,9,2005-04-29 00:00:00,Improvement,0,0,100,32,Minor,1,0,0,0,0,0,0,1,0.9655172413793104,0,8,87,196,280,262
166,Nondelay,0,2005-04-30 00:00:00,Improvement,0,0,0,0,Minor,2,0,1,1,1,0,0,2,0,0,4,31,29,87,321
167,low,4,2005-05-01 00:00:00,Bug,0,1,100,0,Critical,0,0,1,0,0,0,0,1,0.5,0,3,80,157,276,348
168,low,9,2005-05-02 00:00:00,Bug,0,0,100,34,Major,1,0,0,0,0,0,0,1,0.967741935483871,0,10,79,189,290,335
169,Nondelay,0,2005-05-03 00:00:00,Bug,0,0,0,0,Minor,0,0,1,0,0,0,0,1,0,0,3,80,140,290,379
170,low,9,2005-05-04 00:00:00,Bug,0,0,100,35,Major,0,0,0,0,0,0,0,1,0.96875,0,6,58,170,139,164
171,low,9,2005-05-04 00:00:00,Bug,0,0,100,35,Major,0,0,0,0,0,0,0,1,0.96875,0,4,75,145,67,187
172,low,9,2005-05-10 00:00:00,Bug,0,0,100,37,Major,0,0,0,0,0,0,0,1,0,0,8,90,166,163,362
173,low,9,2005-05-11 00:00:00,Improvement,0,0,100,38,Minor,1,0,1,0,0,0,0,1,0.9705882352941176,0,10,9,99,185,332
174,low,9,2005-05-11 00:00:00,Improvement,0,0,100,38,Minor,0,0,0,0,0,0,0,1,0.9705882352941176,0,10,97,147,281,333
175,Nondelay,0,2005-05-20 00:00:00,Test,0,0,0,3,Minor,0,0,1,1,0,0,0,1,0.3333333333333333,0,9,86,187,277,289
176,low,9,2005-05-24 00:00:00,Bug,0,0,100,40,Major,1,0,0,0,0,0,0,1,0.9722222222222222,0,9,90,154,228,381
177,high,186,2005-05-27 00:00:00,Bug,0,0,0,2,Major,1,0,1,2,0,0,0,1,0,0,4,89,163,221,292
178,Nondelay,0,2005-06-01 00:00:00,Improvement,0,0,0,4,Blocker,0,0,1,0,0,0,0,0,0.5,0,8,89,188,270,359
179,high,709,2005-06-06 00:00:00,NewFeature,0,1,0,0,Major,22,0,1,1,0,0,0,0,0,0,10,56,147,77,51
180,low,6,2005-06-09 00:00:00,Task,0,0,0,0,Minor,1,0,0,0,0,0,0,0,0,0,10,97,151,195,237
181,Nondelay,0,2005-06-13 00:00:00,Task,0,0,0,0,Major,2,0,1,0,0,0,0,0,0.5,0,3,36,180,183,248
182,Nondelay,0,2005-06-13 00:00:00,Task,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.5,0,9,79,77,208,383
183,Nondelay,0,2005-06-13 00:00:00,Task,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.5,0,10,85,171,170,308
184,high,974,2005-06-15 00:00:00,Improvement,0,0,0,0,Major,0,0,1,1,0,0,0,2,0.2857142857142857,0,8,67,190,263,329
185,Nondelay,0,2005-06-15 00:00:00,Bug,0,0,0,3,Major,1,0,1,0,0,0,0,1,0.2857142857142857,0,10,60,181,292,328
186,low,9,2005-06-22 00:00:00,NewFeature,0,0,100,41,Major,2,0,1,0,0,0,0,1,0.972972972972973,0,1,93,172,298,300
187,low,9,2005-06-22 00:00:00,NewFeature,0,0,100,41,Major,1,0,1,0,0,0,0,1,0.972972972972973,0,10,68,144,92,380
188,Nondelay,0,2005-06-24 00:00:00,Bug,0,0,0,4,Major,1,0,1,0,0,0,0,1,0,0,3,12,39,295,383
189,Nondelay,0,2005-06-24 00:00:00,Improvement,0,0,0,5,Major,0,0,1,0,0,0,0,1,0.2,0,6,8,95,154,353
190,Nondelay,0,2005-06-24 00:00:00,Improvement,0,0,0,4,Major,2,0,1,0,0,0,0,2,0,0,9,100,142,286,245
191,low,9,2005-06-28 00:00:00,NewFeature,0,0,100,43,Major,4,0,1,0,0,0,0,1,0.9743589743589743,0,6,18,182,227,398
192,low,9,2005-06-29 00:00:00,Improvement,0,0,100,44,Major,3,0,1,0,0,0,0,1,0,0,9,100,142,286,245
193,low,9,2005-06-30 00:00:00,Bug,0,0,100,45,Major,1,0,0,0,0,0,0,1,0.975,0,7,71,155,179,294
194,low,9,2005-07-01 00:00:00,Bug,0,0,100,46,Major,2,0,1,0,0,0,0,1,0,0,10,98,141,298,255
195,low,9,2005-07-01 00:00:00,NewFeature,0,0,100,46,Major,5,0,1,0,0,0,0,1,0,0,4,68,89,124,234
196,high,367,2005-07-02 00:00:00,NewFeature,0,0,0,6,Major,0,0,1,1,0,0,0,0,0.2727272727272727,0,9,8,95,277,83
197,Nondelay,0,2005-07-02 00:00:00,Task,0,0,0,0,Major,1,0,1,0,0,0,0,0,0.2727272727272727,0,9,100,142,286,245
198,Nondelay,0,2005-07-02 00:00:00,Task,0,0,0,6,Major,0,0,1,2,0,0,0,1,0.2727272727272727,0,8,62,114,238,198
