boardid,sprintid,type,priority,no_comment,no_affectversion,no_fixversion,no_issuelink,no_blocking,no_blockedby,no_fixversion_change,no_priority_change,no_des_change,gunning_fog
171,661,Feature Request,Major,0,0,1,0,0,0,0,0,0,easy
171,661,Feature Request,Minor,1,1,1,1,0,0,5,1,3,hard
171,661,Feature Request,Minor,1,0,1,0,0,0,4,1,2,hard
171,661,Feature Request,Major,0,1,1,0,0,0,0,0,0,easy
171,661,Feature Request,Major,0,1,1,0,0,0,3,0,0,hard
171,661,Bug,Critical,8,1,1,1,0,0,6,1,0,hard
171,661,Enhancement,Major,1,0,1,0,0,0,2,0,0,easy
171,661,Feature Request,Major,8,0,1,0,0,0,1,0,2,hard
171,661,Feature Request,Major,6,0,1,0,0,0,1,0,0,easy
171,661,Task,Major,3,0,1,0,0,0,1,0,1,easy
171,661,Feature Request,Minor,4,1,1,1,0,0,1,2,0,easy
171,661,Task,Major,0,0,1,0,0,0,0,0,1,easy
171,661,Bug,Critical,1,0,1,1,0,0,1,0,0,easy
171,661,Feature Request,Minor,0,1,1,0,0,0,0,0,0,easy
171,661,Feature Request,Optional,6,0,1,1,0,0,24,1,2,easy
171,870,Enhancement,Minor,0,0,1,1,1,0,6,0,0,hard
171,870,Feature Request,Major,0,1,1,0,0,0,2,0,0,easy
171,870,Component  Upgrade,Critical,2,0,1,0,0,0,1,1,4,easy
171,870,Bug,Major,4,1,1,2,1,0,3,1,2,hard
171,870,Enhancement,Major,0,0,1,0,0,0,1,0,0,easy
171,870,Task,Major,0,0,1,0,0,0,0,0,0,easy
171,880,Release,Major,0,1,1,1,0,0,1,0,0,easy
171,880,Sub-task,Major,0,1,1,0,0,0,1,0,0,easy
171,880,Sub-task,Major,1,1,1,0,0,0,1,0,0,easy
171,880,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,880,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,890,Feature Request,Major,1,1,1,1,0,0,14,0,0,easy
171,890,Feature Request,Minor,0,1,1,0,0,0,2,0,0,easy
171,890,Task,Major,0,1,1,0,0,0,5,2,1,easy
171,890,Enhancement,Major,2,1,0,0,0,0,3,0,0,easy
171,890,Task,Major,0,0,1,0,0,0,0,0,1,easy
171,890,Task,Major,0,0,1,0,0,0,0,0,1,easy
171,890,Sub-task,Major,0,0,1,0,0,0,1,0,1,easy
171,890,Sub-task,Major,0,0,1,0,0,0,1,0,0,easy
171,890,Sub-task,Major,0,0,1,0,0,0,1,0,2,easy
171,890,Sub-task,Major,0,0,1,0,0,0,1,0,0,easy
171,890,Task,Major,0,0,1,0,0,0,0,0,0,easy
171,900,Task,Major,0,1,1,0,0,0,7,3,0,easy
171,900,Feature Request,Critical,5,0,1,0,0,0,4,0,2,easy
171,900,Feature Request,Major,9,0,1,0,0,0,3,0,1,easy
171,900,Bug,Critical,1,1,0,0,0,0,4,1,2,hard
171,900,Bug,Major,2,1,1,0,0,0,1,0,0,hard
171,900,Bug,Major,1,1,0,1,0,0,2,0,1,easy
171,900,Feature Request,Trivial,4,1,1,0,0,0,3,0,1,easy
171,900,Bug,Major,1,0,0,0,0,0,2,0,0,easy
171,900,Task,Major,0,0,1,0,0,0,0,0,1,easy
171,900,Bug,Major,0,0,1,0,0,0,0,0,0,easy
171,900,Task,Critical,1,0,0,0,0,0,0,1,2,easy
171,900,Enhancement,Minor,0,1,1,0,0,0,1,0,1,easy
171,900,Bug,Major,0,0,1,0,0,0,0,0,0,easy
171,900,Bug,Major,0,1,0,0,0,0,0,0,0,hard
171,900,Release,Major,0,1,1,1,0,0,0,0,0,easy
171,900,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
171,900,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
171,900,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,900,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,900,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,980,Component  Upgrade,Major,0,0,1,0,0,0,3,0,0,easy
171,980,Bug,Major,0,0,1,1,0,0,0,0,2,easy
171,980,Enhancement,Minor,1,0,1,0,0,0,2,0,1,easy
171,980,Enhancement,Major,0,0,1,0,0,0,1,0,0,easy
171,1061,Bug,Major,4,1,1,0,0,0,5,0,2,hard
171,1061,Enhancement,Optional,1,0,1,0,0,0,8,0,0,hard
171,1061,Enhancement,Major,0,0,1,1,1,0,2,0,0,hard
171,1061,Enhancement,Major,0,1,1,0,0,0,1,0,2,easy
171,1121,Feature Request,Optional,0,1,1,0,0,0,8,2,1,easy
171,1121,Task,Major,1,1,1,0,0,0,9,3,1,easy
171,1121,Task,Minor,0,0,1,0,0,0,7,2,0,hard
171,1121,Task,Major,4,0,1,0,0,0,5,0,1,easy
171,1121,Bug,Critical,2,0,1,0,0,0,3,1,0,hard
171,1121,Bug,Critical,4,0,1,0,0,0,3,1,0,hard
171,1121,Enhancement,Optional,1,0,1,0,0,0,10,0,0,hard
171,1121,Bug,Major,7,1,1,0,0,0,5,0,1,hard
171,1121,Enhancement,Critical,2,1,1,0,0,0,3,1,1,hard
171,1121,Bug,Major,0,1,1,0,0,0,1,0,0,easy
171,1161,Bug,Major,3,1,1,1,0,0,3,0,0,easy
171,1161,Feature Request,Major,6,1,1,2,0,0,1,0,0,hard
171,1161,Sub-task,Major,0,1,1,0,0,0,1,0,0,easy
171,1161,Task,Minor,1,1,1,0,0,0,1,0,0,easy
171,1161,Release,Major,0,1,1,0,0,0,1,0,0,easy
171,1161,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,1161,Sub-task,Major,0,0,1,0,0,0,0,0,1,easy
171,1161,Sub-task,Major,0,0,1,0,0,0,1,0,1,easy
171,1161,Sub-task,Major,0,0,1,0,0,0,1,0,1,easy
171,1161,Sub-task,Major,0,0,1,0,0,0,0,0,0,easy
171,1161,Sub-task,Major,1,1,1,0,0,0,1,0,1,easy
181,31,Bug,Critical,3,1,1,0,0,0,0,0,0,hard
181,31,Enhancement,Critical,0,1,1,0,0,0,0,0,0,hard
181,31,Bug,Blocker,0,1,1,0,0,0,0,0,0,easy
181,31,Feature Request,Major,4,0,1,1,1,0,0,0,0,hard
181,31,Feature Request,Blocker,5,0,1,1,0,0,2,2,3,hard
181,31,Bug,Critical,5,1,1,1,0,1,1,0,3,easy
181,31,Bug,Blocker,12,1,1,0,0,0,1,2,1,hard
181,291,Task,Minor,0,1,1,0,0,0,0,1,1,easy
181,291,Task,Minor,2,1,1,0,0,0,0,0,0,easy
181,291,Feature Request,Minor,0,1,1,0,0,0,0,0,2,easy
181,291,Enhancement,Minor,0,1,1,0,0,0,0,0,1,easy
181,291,Bug,Critical,1,2,1,0,0,0,1,1,1,easy
181,291,Bug,Major,0,1,1,0,0,0,0,1,0,easy
181,291,Enhancement,Major,0,1,1,0,0,0,0,0,0,easy
181,291,Enhancement,Minor,0,1,1,0,0,0,0,0,0,easy
181,291,Feature Request,Major,1,0,1,0,0,0,2,0,0,hard
181,291,Feature Request,Minor,0,0,1,0,0,0,2,1,2,hard
181,291,Enhancement,Minor,1,1,0,0,0,0,3,1,1,easy
181,291,Enhancement,Minor,0,0,1,0,0,0,0,1,2,easy
181,291,Enhancement,Minor,2,0,1,0,0,0,0,1,1,easy
181,291,Enhancement,Minor,0,0,1,0,0,0,0,1,1,easy
181,351,Bug,Critical,1,1,1,0,0,0,3,0,1,hard
181,351,Bug,Blocker,0,1,1,0,0,0,0,0,1,easy
181,351,Feature Request,Major,5,1,1,0,0,0,0,0,0,hard
181,351,Task,Blocker,2,0,1,0,0,0,0,1,0,hard
181,351,Enhancement,Critical,0,0,1,0,0,0,0,2,2,easy
181,351,Enhancement,Critical,0,0,1,0,0,0,0,0,0,hard
181,351,Feature Request,Minor,0,0,1,0,0,0,6,1,2,hard
181,351,Bug,Critical,5,1,1,2,0,0,1,3,3,hard
181,531,Task,Major,2,0,1,0,0,0,4,0,1,easy
181,531,Bug,Critical,1,1,1,0,0,0,4,0,1,easy
181,531,Feature Request,Critical,0,1,1,0,0,0,0,1,0,easy
181,531,Bug,Critical,0,1,1,0,0,0,1,1,0,hard
181,531,Feature Request,Critical,1,1,1,1,0,0,1,1,0,easy
181,531,Bug,Blocker,0,1,1,0,0,0,5,1,2,hard
181,531,Bug,Blocker,7,1,1,1,0,0,3,1,2,hard
181,531,Bug,Critical,1,1,1,1,0,0,1,0,0,easy
181,531,Enhancement,Critical,1,0,1,4,2,0,0,1,2,hard
181,531,Bug,Critical,0,1,1,0,0,0,0,1,0,easy
181,531,Enhancement,Critical,2,0,1,0,0,0,2,2,1,easy
181,571,Component  Upgrade,Major,0,1,1,0,0,0,3,0,1,easy
181,571,Feature Request,Major,1,0,1,0,0,0,2,0,1,easy
181,571,Feature Request,Critical,1,1,1,1,0,0,3,1,0,easy
181,571,Bug,Blocker,0,1,1,0,0,0,7,1,2,hard
181,571,Bug,Critical,1,1,1,1,0,0,3,0,0,easy
181,571,Enhancement,Critical,1,0,1,4,2,0,2,1,2,hard
181,571,Bug,Critical,0,1,1,0,0,0,2,1,0,easy
181,571,Feature Request,Major,0,0,1,0,0,0,2,0,0,easy
181,571,Enhancement,Minor,0,0,1,0,0,0,0,0,0,easy
181,571,Enhancement,Major,0,1,1,0,0,0,2,0,9,hard
181,571,Feature Request,Critical,0,0,1,1,0,1,0,0,0,hard
181,571,Feature Request,Critical,0,0,1,0,0,0,0,0,0,hard
181,571,Bug,Major,0,0,1,0,0,0,0,0,0,hard
181,571,Feature Request,Major,0,0,1,0,0,0,0,0,0,easy
181,571,Feature Request,Major,0,1,1,0,0,0,0,0,0,easy
181,571,Bug,Critical,0,1,1,0,0,0,0,0,0,easy
181,571,Bug,Critical,0,1,1,0,0,0,0,0,0,hard
181,571,Bug,Major,0,1,1,1,0,1,0,0,0,hard
181,571,Feature Request,Critical,0,1,1,0,0,0,0,0,0,hard
181,800,Task,Major,2,0,1,0,0,0,6,0,1,easy
181,800,Enhancement,Minor,3,1,1,1,0,0,3,0,0,easy
181,800,Enhancement,Minor,0,1,1,0,0,0,3,1,0,easy
181,800,Feature Request,Major,2,0,1,0,0,0,2,0,1,easy
181,800,Feature Request,Critical,0,1,1,0,0,0,0,1,0,easy
181,800,Feature Request,Critical,3,1,1,1,0,0,5,1,0,easy
181,800,Feature Request,Major,0,0,1,0,0,0,4,0,0,easy
181,800,Feature Request,Major,0,0,1,0,0,0,0,0,0,easy
181,800,Bug,Major,0,1,1,0,0,0,1,0,1,easy
181,800,Feature Request,Major,0,0,1,0,0,0,1,0,1,easy
181,800,Task,Major,0,0,1,0,0,0,0,0,2,easy
181,800,Bug,Minor,0,1,1,0,0,0,1,1,1,hard
181,800,Enhancement,Major,2,0,1,0,0,0,2,0,1,easy
181,920,Feature Request,Major,0,0,1,0,0,0,5,0,1,easy
181,920,Bug,Minor,0,1,1,0,0,0,3,1,1,hard
211,111,Enhancement,Major,2,0,0,0,0,0,0,0,1,easy
211,111,Feature Request,Major,1,0,0,1,0,0,0,0,0,easy
211,111,Feature Request,Minor,0,0,0,0,0,0,0,0,0,hard
211,111,Task,Major,0,0,0,0,0,0,0,0,0,easy
211,111,Enhancement,Minor,0,0,0,0,0,0,0,0,0,easy
221,5,Enhancement,Trivial,1,1,1,0,0,0,3,0,0,easy
221,5,Task,Trivial,0,1,1,0,0,0,3,1,0,easy
221,5,Bug,Trivial,0,1,1,0,0,0,3,0,2,hard
221,5,Bug,Trivial,0,0,1,0,0,0,1,2,0,hard
221,5,Bug,Trivial,0,1,1,0,0,0,1,1,0,easy
221,5,Bug,Trivial,0,1,1,0,0,0,1,0,0,hard
221,5,Task,Trivial,0,1,1,1,0,0,1,2,0,easy
221,5,Bug,Trivial,0,1,2,1,0,0,1,1,0,easy
221,5,Bug,Trivial,0,1,1,0,0,0,1,1,0,hard
221,11,Component  Upgrade,Critical,0,1,1,3,1,0,1,1,1,easy
221,11,Component  Upgrade,Major,0,1,1,1,0,0,1,0,0,easy
221,11,Component  Upgrade,Major,0,1,1,0,0,0,1,0,0,easy
221,11,Component  Upgrade,Major,0,1,1,0,0,0,1,0,0,easy
221,21,Bug,Critical,3,1,1,3,0,0,3,1,3,hard
221,21,Bug,Major,14,1,1,1,0,0,3,0,3,hard
221,21,Bug,Major,1,0,1,0,0,0,0,0,0,hard
221,51,Bug,Trivial,0,1,1,0,0,0,1,0,0,easy
221,51,Enhancement,Trivial,1,1,1,0,0,0,1,0,2,hard
221,61,Task,Major,2,0,1,0,0,0,2,0,5,hard
221,61,Sub-task,Minor,0,1,1,0,0,0,2,1,1,easy
221,61,Sub-task,Minor,1,1,1,0,0,0,2,1,0,easy
221,61,Sub-task,Minor,0,1,1,0,0,0,2,1,0,easy
221,61,Sub-task,Minor,1,1,1,1,0,0,2,1,0,easy
221,61,Sub-task,Minor,0,1,1,0,0,0,3,1,0,easy
221,61,Sub-task,Minor,0,1,1,0,0,0,2,1,0,easy
221,61,Sub-task,Minor,0,1,1,0,0,0,2,1,0,easy
221,61,Sub-task,Minor,0,1,1,0,0,0,2,1,0,easy
221,71,Bug,Minor,4,1,1,1,0,0,15,3,3,hard
221,71,Enhancement,Major,1,1,1,0,0,0,3,0,1,hard
221,71,Bug,Major,3,3,1,1,0,0,9,0,0,hard
221,71,Feature Request,Critical,6,0,1,2,1,0,12,1,1,easy
221,101,Task,Major,1,1,1,1,0,0,16,1,1,hard
221,101,Bug,Major,4,1,2,2,1,0,6,0,2,hard
221,101,Bug,Minor,12,1,1,0,0,0,1,1,0,hard
221,101,Enhancement,Major,4,1,2,1,0,0,1,0,1,hard
221,101,Bug,Trivial,2,2,1,0,0,0,1,1,0,hard
221,101,Bug,Major,2,1,1,1,0,0,1,0,0,easy
221,101,Bug,Blocker,3,1,1,0,0,0,1,0,0,hard
221,101,Bug,Critical,1,1,1,0,0,0,1,1,0,hard
221,101,Feature Request,Critical,6,0,1,2,1,0,12,1,1,easy
221,161,Bug,Minor,2,0,1,0,0,0,2,1,0,easy
221,161,Component  Upgrade,Optional,4,1,1,1,0,0,1,0,2,hard
221,161,Component  Upgrade,Major,0,1,1,1,0,0,3,0,1,easy
221,161,Bug,Major,3,0,1,2,0,0,3,0,0,hard
221,161,Component  Upgrade,Major,3,1,1,0,0,0,1,0,3,easy
221,161,Bug,Blocker,2,1,1,0,0,0,0,1,0,easy
221,161,Bug,Critical,3,1,2,0,0,0,4,1,2,hard
221,161,Bug,Blocker,0,0,1,0,0,0,0,0,0,hard
221,161,Bug,Major,0,1,1,1,0,0,0,0,0,easy
221,161,Feature Request,Major,0,1,1,0,0,0,0,0,0,hard
221,161,Bug,Major,0,1,1,0,0,0,0,0,0,easy
221,161,Bug,Blocker,0,1,1,1,0,0,0,0,0,hard
221,161,Bug,Blocker,0,1,1,3,1,0,0,0,0,hard
221,161,Bug,Major,1,1,1,10,0,0,10,0,0,easy
221,161,Sub-task,Major,0,1,0,0,0,0,10,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,1,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,1,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,1,0,0,0,0,0,easy
221,191,Sub-task,Major,0,0,1,1,0,0,1,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,1,easy
221,191,Sub-task,Major,1,1,1,0,0,0,0,0,1,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,191,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,201,Enhancement,Major,10,1,1,1,0,0,8,0,0,easy
221,201,Bug,Trivial,2,1,1,1,0,0,7,1,0,easy
221,201,Bug,Major,9,2,1,5,0,0,13,0,0,hard
221,201,Enhancement,Major,2,1,1,0,0,0,3,0,1,hard
221,201,Component  Upgrade,Optional,6,1,1,1,0,0,1,0,4,hard
221,201,Bug,Major,3,0,1,2,0,0,3,0,0,hard
221,201,Bug,Blocker,2,1,1,3,1,0,1,0,0,hard
221,201,Enhancement,Major,1,1,1,0,0,0,1,0,0,easy
221,201,Bug,Major,0,1,1,0,0,0,1,0,0,easy
221,201,Bug,Critical,2,1,1,1,0,0,1,1,1,hard
221,201,Bug,Blocker,0,1,1,1,0,0,0,0,0,hard
221,201,Bug,Major,0,1,1,1,0,0,0,0,0,hard
221,201,Feature Request,Major,0,1,1,1,0,0,0,0,0,easy
221,201,Feature Request,Major,1,0,1,0,0,0,11,0,0,easy
221,231,Task,Blocker,1,1,1,1,0,0,2,0,2,easy
221,231,Task,Blocker,0,1,1,1,0,0,0,0,0,easy
221,231,Task,Blocker,0,1,1,1,0,0,0,0,0,easy
221,231,Task,Blocker,0,1,1,1,0,0,0,0,0,hard
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,hard
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,hard
221,231,Sub-task,Major,0,1,1,0,0,0,0,0,0,easy
